Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Space Combination	Dependency=Vintage ACS	Dependency=Water Heater In Unit	Option=Attic	Option=Conditioned Mechanical Room	Option=Crawlspace	Option=Garage	Option=Heated Basement	Option=Living Space	Option=Outside	Option=Unheated Basement	source_count	source_weight	fallback_count	fallback_weight
1A	Single-Family Detached, Heated Basement, Unvented Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.624229	0	0.190157	0.185614	0	0	0	13	39353.6
1A	Single-Family Detached, Heated Basement, Unvented Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.770241	0	0.0139592	0.2158	0	0	0	11	22210.2
1A	Single-Family Detached, Heated Basement, Unvented Attic, 3 Car Garage	1940-59	Yes	0	0	0	0.335281	0.0152413	0.476473	0.173005	0	0	0	47	129043
1A	Single-Family Detached, Heated Basement, Unvented Attic, No Garage	1940-59	Yes	0	0	0	0	0.0303726	0.829153	0.140475	0	0	0	21	64755.4
1A	Single-Family Detached, Heated Basement, Vented Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.624229	0	0.190157	0.185614	0	0	0	13	39353.6
1A	Single-Family Detached, Heated Basement, Vented Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.770241	0	0.0139592	0.2158	0	1	75.5546	11	22210.2
1A	Single-Family Detached, Heated Basement, Vented Attic, 3 Car Garage	1940-59	Yes	0	0	0	0.335281	0.0152413	0.476473	0.173005	0	0	0	47	129043
1A	Single-Family Detached, Heated Basement, Vented Attic, No Garage	1940-59	Yes	0	0	0	0	0.0303726	0.829153	0.140475	0	0	0	21	64755.4
1A	Single-Family Detached, Slab, Finished Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.624229	0	0.190157	0.185614	0	1	1450.86	13	39353.6
1A	Single-Family Detached, Slab, Finished Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.770241	0	0.0139592	0.2158	0	0	0	11	22210.2
1A	Single-Family Detached, Slab, Finished Attic, 3 Car Garage	1940-59	Yes	0	0	0	0.340471	0	0.483847	0.175682	0	0	0	47	129043
1A	Single-Family Detached, Slab, Finished Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.855125	0.144875	0	0	0	21	64755.4
1A	Single-Family Detached, Slab, No Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.624229	0	0.190157	0.185614	0	4	4725.32	13	39353.6
1A	Single-Family Detached, Slab, No Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.770241	0	0.0139592	0.2158	0	5	16269.5	11	22210.2
1A	Single-Family Detached, Slab, No Attic, 3 Car Garage	1940-59	Yes	0	0	0	0.340471	0	0.483847	0.175682	0	0	0	47	129043
1A	Single-Family Detached, Slab, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.743558	0.256442	0	3	4769.2	13	30726.8
1A	Single-Family Detached, Slab, Unvented Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.624229	0	0.190157	0.185614	0	0	0	13	39353.6
1A	Single-Family Detached, Slab, Unvented Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.770241	0	0.0139592	0.2158	0	0	0	11	22210.2
1A	Single-Family Detached, Slab, Unvented Attic, 3 Car Garage	1940-59	Yes	0	0	0	0.340471	0	0.483847	0.175682	0	0	0	47	129043
1A	Single-Family Detached, Slab, Unvented Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.855125	0.144875	0	0	0	21	64755.4
1A	Single-Family Detached, Slab, Vented Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.624229	0	0.190157	0.185614	0	1	1694.24	13	39353.6
1A	Single-Family Detached, Slab, Vented Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.770241	0	0.0139592	0.2158	0	1	146.665	11	22210.2
1A	Single-Family Detached, Slab, Vented Attic, 3 Car Garage	1940-59	Yes	0	0	0	0.340471	0	0.483847	0.175682	0	0	0	47	129043
1A	Single-Family Detached, Slab, Vented Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.855125	0.144875	0	5	32492.9	21	64755.4
1A	Single-Family Detached, Unheated Basement, Finished Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.624229	0	0.190157	0.185614	0	0	0	13	39353.6
1A	Single-Family Detached, Unheated Basement, Finished Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.770241	0	0.0139592	0.2158	0	0	0	11	22210.2
1A	Single-Family Detached, Unheated Basement, Finished Attic, 3 Car Garage	1940-59	Yes	0	0	0	0.335281	0	0.476473	0.173005	0.0152413	0	0	47	129043
1A	Single-Family Detached, Unheated Basement, Finished Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.829153	0.140475	0.0303726	0	0	21	64755.4
1A	Single-Family Detached, Unheated Basement, No Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.624229	0	0.190157	0.185614	0	0	0	13	39353.6
1A	Single-Family Detached, Unheated Basement, No Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.770241	0	0.0139592	0.2158	0	0	0	11	22210.2
1A	Single-Family Detached, Unheated Basement, No Attic, 3 Car Garage	1940-59	Yes	0	0	0	0.335281	0	0.476473	0.173005	0.0152413	0	0	47	129043
1A	Single-Family Detached, Unheated Basement, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.710707	0.245113	0.0441799	2	280.798	13	30726.8
1A	Single-Family Detached, Unheated Basement, Unvented Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.624229	0	0.190157	0.185614	0	0	0	13	39353.6
1A	Single-Family Detached, Unheated Basement, Unvented Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.770241	0	0.0139592	0.2158	0	0	0	11	22210.2
1A	Single-Family Detached, Unheated Basement, Unvented Attic, 3 Car Garage	1940-59	Yes	0	0	0	0.335281	0	0.476473	0.173005	0.0152413	0	0	47	129043
1A	Single-Family Detached, Unheated Basement, Unvented Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.829153	0.140475	0.0303726	0	0	21	64755.4
1A	Single-Family Detached, Unheated Basement, Vented Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.624229	0	0.190157	0.185614	0	0	0	13	39353.6
1A	Single-Family Detached, Unheated Basement, Vented Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.770241	0	0.0139592	0.2158	0	1	75.5546	11	22210.2
1A	Single-Family Detached, Unheated Basement, Vented Attic, 3 Car Garage	1940-59	Yes	0	0	0	0.335281	0	0.476473	0.173005	0.0152413	0	0	47	129043
1A	Single-Family Detached, Unheated Basement, Vented Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.829153	0.140475	0.0303726	2	1088.42	21	64755.4
1A	Single-Family Detached, Unvented Crawlspace, Finished Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.624229	0	0.190157	0.185614	0	0	0	13	39353.6
1A	Single-Family Detached, Unvented Crawlspace, Finished Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.770241	0	0.0139592	0.2158	0	0	0	11	22210.2
1A	Single-Family Detached, Unvented Crawlspace, Finished Attic, 3 Car Garage	1940-59	Yes	0	0	0	0.340471	0	0.483847	0.175682	0	0	0	47	129043
1A	Single-Family Detached, Unvented Crawlspace, Finished Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.855125	0.144875	0	0	0	21	64755.4
1A	Single-Family Detached, Unvented Crawlspace, No Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.624229	0	0.190157	0.185614	0	0	0	13	39353.6
1A	Single-Family Detached, Unvented Crawlspace, No Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.770241	0	0.0139592	0.2158	0	0	0	11	22210.2
1A	Single-Family Detached, Unvented Crawlspace, No Attic, 3 Car Garage	1940-59	Yes	0	0	0	0.340471	0	0.483847	0.175682	0	0	0	47	129043
1A	Single-Family Detached, Unvented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.743558	0.256442	0	1	339.377	13	30726.8
1A	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.624229	0	0.190157	0.185614	0	0	0	13	39353.6
1A	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.770241	0	0.0139592	0.2158	0	0	0	11	22210.2
1A	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 3 Car Garage	1940-59	Yes	0	0	0	0.340471	0	0.483847	0.175682	0	0	0	47	129043
1A	Single-Family Detached, Unvented Crawlspace, Unvented Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.855125	0.144875	0	0	0	21	64755.4
1A	Single-Family Detached, Unvented Crawlspace, Vented Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.624229	0	0.190157	0.185614	0	0	0	13	39353.6
1A	Single-Family Detached, Unvented Crawlspace, Vented Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.770241	0	0.0139592	0.2158	0	1	146.665	11	22210.2
1A	Single-Family Detached, Unvented Crawlspace, Vented Attic, 3 Car Garage	1940-59	Yes	0	0	0	0.340471	0	0.483847	0.175682	0	0	0	47	129043
1A	Single-Family Detached, Unvented Crawlspace, Vented Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.855125	0.144875	0	0	0	21	64755.4
1A	Single-Family Detached, Vented Crawlspace, Finished Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.624229	0	0.190157	0.185614	0	1	450.103	13	39353.6
1A	Single-Family Detached, Vented Crawlspace, Finished Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.770241	0	0.0139592	0.2158	0	0	0	11	22210.2
1A	Single-Family Detached, Vented Crawlspace, Finished Attic, 3 Car Garage	1940-59	Yes	0	0	0	0.340471	0	0.483847	0.175682	0	0	0	47	129043
1A	Single-Family Detached, Vented Crawlspace, Finished Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.855125	0.144875	0	1	447.348	21	64755.4
1A	Single-Family Detached, Vented Crawlspace, No Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.624229	0	0.190157	0.185614	0	6	8353.02	13	39353.6
1A	Single-Family Detached, Vented Crawlspace, No Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.770241	0	0.0139592	0.2158	0	2	2872	11	22210.2
1A	Single-Family Detached, Vented Crawlspace, No Attic, 3 Car Garage	1940-59	Yes	0	0	0	0.340471	0	0.483847	0.175682	0	0	0	47	129043
1A	Single-Family Detached, Vented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.743558	0.256442	0	6	4628.13	13	30726.8
1A	Single-Family Detached, Vented Crawlspace, Unvented Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.624229	0	0.190157	0.185614	0	0	0	13	39353.6
1A	Single-Family Detached, Vented Crawlspace, Unvented Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.770241	0	0.0139592	0.2158	0	0	0	11	22210.2
1A	Single-Family Detached, Vented Crawlspace, Unvented Attic, 3 Car Garage	1940-59	Yes	0	0	0	0.340471	0	0.483847	0.175682	0	0	0	47	129043
1A	Single-Family Detached, Vented Crawlspace, Unvented Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.855125	0.144875	0	0	0	21	64755.4
1A	Single-Family Detached, Vented Crawlspace, Vented Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.624229	0	0.190157	0.185614	0	1	1694.24	13	39353.6
1A	Single-Family Detached, Vented Crawlspace, Vented Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.770241	0	0.0139592	0.2158	0	0	0	11	22210.2
1A	Single-Family Detached, Vented Crawlspace, Vented Attic, 3 Car Garage	1940-59	Yes	0	0	0	0.340471	0	0.483847	0.175682	0	0	0	47	129043
1A	Single-Family Detached, Vented Crawlspace, Vented Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.855125	0.144875	0	0	0	21	64755.4
1A	Mobile Home, Ambient, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Multi-Family with 2 - 4 Units Bottom Unit, Slab, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	4	1732.23	36	21292.4
1A	Multi-Family with 2 - 4 Units Middle Unit, Slab, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	4	1737.44	36	21356.3
1A	Multi-Family with 2 - 4 Units Top Unit, Slab, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	4	1732.23	36	21292.4
1A	Multi-Family with 2 - 4 Units Bottom Unit, Unheated Basement, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	4	1732.23	36	21292.4
1A	Multi-Family with 2 - 4 Units Middle Unit, Unheated Basement, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	4	1737.44	36	21356.3
1A	Multi-Family with 2 - 4 Units Top Unit, Unheated Basement, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	4	1732.23	36	21292.4
1A	Multi-Family with 2 - 4 Units Bottom Unit, Unvented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	4	1732.23	36	21292.4
1A	Multi-Family with 2 - 4 Units Middle Unit, Unvented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	4	1737.44	36	21356.3
1A	Multi-Family with 2 - 4 Units Top Unit, Unvented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	4	1732.23	36	21292.4
1A	Multi-Family with 2 - 4 Units Bottom Unit, Vented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	4	1732.23	36	21292.4
1A	Multi-Family with 2 - 4 Units Middle Unit, Vented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	4	1737.44	36	21356.3
1A	Multi-Family with 2 - 4 Units Top Unit, Vented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	4	1732.23	36	21292.4
1A	Multi-Family with 5+ Units Bottom Unit, Slab, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	32	19560.2	32	19560.2
1A	Multi-Family with 5+ Units Middle Unit, Slab, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	32	19618.9	32	19618.9
1A	Multi-Family with 5+ Units Top Unit, Slab, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	32	19560.2	32	19560.2
1A	Multi-Family with 5+ Units Bottom Unit, Unheated Basement, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	32	19560.2	32	19560.2
1A	Multi-Family with 5+ Units Middle Unit, Unheated Basement, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	32	19618.9	32	19618.9
1A	Multi-Family with 5+ Units Top Unit, Unheated Basement, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	32	19560.2	32	19560.2
1A	Multi-Family with 5+ Units Bottom Unit, Unvented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	32	19560.2	32	19560.2
1A	Multi-Family with 5+ Units Middle Unit, Unvented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	32	19618.9	32	19618.9
1A	Multi-Family with 5+ Units Top Unit, Unvented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	32	19560.2	32	19560.2
1A	Multi-Family with 5+ Units Bottom Unit, Vented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	32	19560.2	32	19560.2
1A	Multi-Family with 5+ Units Middle Unit, Vented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	32	19618.9	32	19618.9
1A	Multi-Family with 5+ Units Top Unit, Vented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	32	19560.2	32	19560.2
1A	Single-Family Attached, Heated Basement, Finished Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Attached, Heated Basement, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	1	41.8442	15	2207.24
1A	Single-Family Attached, Heated Basement, Unvented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Attached, Heated Basement, Vented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Attached, Slab, Finished Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Attached, Slab, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	4	506.627	15	2207.24
1A	Single-Family Attached, Slab, Unvented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Attached, Slab, Vented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	2	435.839	15	2207.24
1A	Single-Family Attached, Unheated Basement, Finished Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Attached, Unheated Basement, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	2	67.1283	15	2207.24
1A	Single-Family Attached, Unheated Basement, Unvented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Attached, Unheated Basement, Vented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Attached, Unvented Crawlspace, Finished Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Attached, Unvented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Attached, Unvented Crawlspace, Unvented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Attached, Unvented Crawlspace, Vented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Attached, Vented Crawlspace, Finished Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Attached, Vented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	2	62.7981	15	2207.24
1A	Single-Family Attached, Vented Crawlspace, Unvented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Attached, Vented Crawlspace, Vented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Ambient, Finished Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Ambient, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Ambient, Unvented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Ambient, Vented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Heated Basement, Finished Attic, 1 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Heated Basement, Finished Attic, 2 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Heated Basement, Finished Attic, 3 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Heated Basement, Finished Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Heated Basement, No Attic, 1 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Heated Basement, No Attic, 2 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Heated Basement, No Attic, 3 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Heated Basement, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Heated Basement, Unvented Attic, 1 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Heated Basement, Unvented Attic, 2 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Heated Basement, Unvented Attic, 3 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Heated Basement, Unvented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Heated Basement, Vented Attic, 1 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Heated Basement, Vented Attic, 2 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Heated Basement, Vented Attic, 3 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Heated Basement, Vented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Slab, Finished Attic, 1 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Slab, Finished Attic, 2 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Slab, Finished Attic, 3 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Slab, Finished Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Slab, No Attic, 1 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Slab, No Attic, 2 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Slab, No Attic, 3 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Slab, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Slab, Unvented Attic, 1 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Slab, Unvented Attic, 2 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Slab, Unvented Attic, 3 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Slab, Unvented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Slab, Vented Attic, 1 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Slab, Vented Attic, 2 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Slab, Vented Attic, 3 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Slab, Vented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Unheated Basement, Finished Attic, 1 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Unheated Basement, Finished Attic, 2 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Unheated Basement, Finished Attic, 3 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Unheated Basement, Finished Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Unheated Basement, No Attic, 1 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Unheated Basement, No Attic, 2 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Unheated Basement, No Attic, 3 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Unheated Basement, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Unheated Basement, Unvented Attic, 1 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Unheated Basement, Unvented Attic, 2 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Unheated Basement, Unvented Attic, 3 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Unheated Basement, Unvented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Unheated Basement, Vented Attic, 1 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Unheated Basement, Vented Attic, 2 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Unheated Basement, Vented Attic, 3 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Unheated Basement, Vented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Unvented Crawlspace, Finished Attic, 1 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Unvented Crawlspace, Finished Attic, 2 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Unvented Crawlspace, Finished Attic, 3 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Unvented Crawlspace, Finished Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Unvented Crawlspace, No Attic, 1 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Unvented Crawlspace, No Attic, 2 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Unvented Crawlspace, No Attic, 3 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Unvented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 1 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 2 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 3 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Unvented Crawlspace, Unvented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Unvented Crawlspace, Vented Attic, 1 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
1A	Single-Family Detached, Unvented Crawlspace, Vented Attic, 2 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	15	2207.24
