Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Space Combination	Dependency=Vintage ACS	Dependency=Water Heater In Unit	Option=Attic	Option=Conditioned Mechanical Room	Option=Crawlspace	Option=Garage	Option=Heated Basement	Option=Living Space	Option=Outside	Option=Unheated Basement	source_count	source_weight	fallback_count	fallback_weight
3C	Single-Family Detached, Heated Basement, Vented Attic, 1 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Heated Basement, Vented Attic, 2 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Heated Basement, Vented Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Heated Basement, Vented Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Slab, Finished Attic, 1 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Slab, Finished Attic, 2 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Slab, Finished Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Slab, Finished Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Slab, No Attic, 1 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Slab, No Attic, 2 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Slab, No Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Slab, No Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Slab, Unvented Attic, 1 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Slab, Unvented Attic, 2 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Slab, Unvented Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Slab, Unvented Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Slab, Vented Attic, 1 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Slab, Vented Attic, 2 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Slab, Vented Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Slab, Vented Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Unheated Basement, Finished Attic, 1 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Unheated Basement, Finished Attic, 2 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Unheated Basement, Finished Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Unheated Basement, Finished Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Unheated Basement, No Attic, 1 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Unheated Basement, No Attic, 2 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Unheated Basement, No Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Unheated Basement, No Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Unheated Basement, Unvented Attic, 1 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Unheated Basement, Unvented Attic, 2 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Unheated Basement, Unvented Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Unheated Basement, Unvented Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Unheated Basement, Vented Attic, 1 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Unheated Basement, Vented Attic, 2 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Unheated Basement, Vented Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Unheated Basement, Vented Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Unvented Crawlspace, Finished Attic, 1 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Unvented Crawlspace, Finished Attic, 2 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Unvented Crawlspace, Finished Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Unvented Crawlspace, Finished Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Unvented Crawlspace, No Attic, 1 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Unvented Crawlspace, No Attic, 2 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Unvented Crawlspace, No Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Unvented Crawlspace, No Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 1 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 2 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Unvented Crawlspace, Unvented Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Unvented Crawlspace, Vented Attic, 1 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Unvented Crawlspace, Vented Attic, 2 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Unvented Crawlspace, Vented Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Unvented Crawlspace, Vented Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Vented Crawlspace, Finished Attic, 1 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Vented Crawlspace, Finished Attic, 2 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Vented Crawlspace, Finished Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Vented Crawlspace, Finished Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Vented Crawlspace, No Attic, 1 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Vented Crawlspace, No Attic, 2 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Vented Crawlspace, No Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Vented Crawlspace, No Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Vented Crawlspace, Unvented Attic, 1 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Vented Crawlspace, Unvented Attic, 2 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Vented Crawlspace, Unvented Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Vented Crawlspace, Unvented Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Vented Crawlspace, Vented Attic, 1 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Vented Crawlspace, Vented Attic, 2 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Vented Crawlspace, Vented Attic, 3 Car Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Single-Family Detached, Vented Crawlspace, Vented Attic, No Garage	1940-59	No	0	1	0	0	0	0	0	0	0	0	21	16607
3C	Mobile Home, Ambient, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.578357	0.421643	0	0	0	71	411938
3C	Multi-Family with 2 - 4 Units Bottom Unit, Slab, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.766604	0.233396	0	3	927.604	25	124820
3C	Multi-Family with 2 - 4 Units Middle Unit, Slab, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.766604	0.233396	0	3	930.39	25	125195
3C	Multi-Family with 2 - 4 Units Top Unit, Slab, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.766604	0.233396	0	3	927.604	25	124820
3C	Multi-Family with 2 - 4 Units Bottom Unit, Unheated Basement, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.389036	0.118444	0.492521	3	927.604	25	124820
3C	Multi-Family with 2 - 4 Units Middle Unit, Unheated Basement, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.766604	0.233396	0	3	930.39	25	125195
3C	Multi-Family with 2 - 4 Units Top Unit, Unheated Basement, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.766604	0.233396	0	3	927.604	25	124820
3C	Multi-Family with 2 - 4 Units Bottom Unit, Unvented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0.0328124	0	0	0.74145	0.225738	0	3	927.604	25	124820
3C	Multi-Family with 2 - 4 Units Middle Unit, Unvented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.766604	0.233396	0	3	930.39	25	125195
3C	Multi-Family with 2 - 4 Units Top Unit, Unvented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.766604	0.233396	0	3	927.604	25	124820
3C	Multi-Family with 2 - 4 Units Bottom Unit, Vented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0.0328124	0	0	0.74145	0.225738	0	3	927.604	25	124820
3C	Multi-Family with 2 - 4 Units Middle Unit, Vented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.766604	0.233396	0	3	930.39	25	125195
3C	Multi-Family with 2 - 4 Units Top Unit, Vented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.766604	0.233396	0	3	927.604	25	124820
3C	Multi-Family with 5+ Units Bottom Unit, Slab, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.766604	0.233396	0	4	3006.34	25	124820
3C	Multi-Family with 5+ Units Middle Unit, Slab, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.766604	0.233396	0	4	3015.37	25	125195
3C	Multi-Family with 5+ Units Top Unit, Slab, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.766604	0.233396	0	4	3006.34	25	124820
3C	Multi-Family with 5+ Units Bottom Unit, Unheated Basement, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.389036	0.118444	0.492521	4	3006.34	25	124820
3C	Multi-Family with 5+ Units Middle Unit, Unheated Basement, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.766604	0.233396	0	4	3015.37	25	125195
3C	Multi-Family with 5+ Units Top Unit, Unheated Basement, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.766604	0.233396	0	4	3006.34	25	124820
3C	Multi-Family with 5+ Units Bottom Unit, Unvented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0.0328124	0	0	0.74145	0.225738	0	4	3006.34	25	124820
3C	Multi-Family with 5+ Units Middle Unit, Unvented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.766604	0.233396	0	4	3015.37	25	125195
3C	Multi-Family with 5+ Units Top Unit, Unvented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.766604	0.233396	0	4	3006.34	25	124820
3C	Multi-Family with 5+ Units Bottom Unit, Vented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0.0328124	0	0	0.74145	0.225738	0	4	3006.34	25	124820
3C	Multi-Family with 5+ Units Middle Unit, Vented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.766604	0.233396	0	4	3015.37	25	125195
3C	Multi-Family with 5+ Units Top Unit, Vented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.766604	0.233396	0	4	3006.34	25	124820
3C	Single-Family Attached, Heated Basement, Finished Attic, No Garage	1940-59	Yes	0	0	0	0	0.22977	0.483411	0.28682	0	0	0	28	144047
3C	Single-Family Attached, Heated Basement, No Attic, No Garage	1940-59	Yes	0	0	0	0	0.279333	0.524133	0.196533	0	0	0	14	71031.3
3C	Single-Family Attached, Heated Basement, Unvented Attic, No Garage	1940-59	Yes	0	0	0	0	0.22977	0.483411	0.28682	0	0	0	28	144047
3C	Single-Family Attached, Heated Basement, Vented Attic, No Garage	1940-59	Yes	0	0	0	0	0.181553	0.443794	0.374653	0	0	0	14	73015.4
3C	Single-Family Attached, Slab, Finished Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.627618	0.372382	0	0	0	28	144047
3C	Single-Family Attached, Slab, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.72729	0.27271	0	1	1777.91	14	71031.3
3C	Single-Family Attached, Slab, Unvented Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.627618	0.372382	0	0	0	28	144047
3C	Single-Family Attached, Slab, Vented Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.542239	0.457761	0	1	1926.97	14	73015.4
3C	Single-Family Attached, Unheated Basement, Finished Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.483411	0.28682	0.22977	0	0	28	144047
3C	Single-Family Attached, Unheated Basement, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.524133	0.196533	0.279333	0	0	14	71031.3
3C	Single-Family Attached, Unheated Basement, Unvented Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.483411	0.28682	0.22977	0	0	28	144047
3C	Single-Family Attached, Unheated Basement, Vented Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.443794	0.374653	0.181553	0	0	14	73015.4
3C	Single-Family Attached, Unvented Crawlspace, Finished Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.627618	0.372382	0	0	0	28	144047
3C	Single-Family Attached, Unvented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.72729	0.27271	0	0	0	14	71031.3
3C	Single-Family Attached, Unvented Crawlspace, Unvented Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.627618	0.372382	0	0	0	28	144047
3C	Single-Family Attached, Unvented Crawlspace, Vented Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.542239	0.457761	0	0	0	14	73015.4
3C	Single-Family Attached, Vented Crawlspace, Finished Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.627618	0.372382	0	0	0	28	144047
3C	Single-Family Attached, Vented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.72729	0.27271	0	0	0	14	71031.3
3C	Single-Family Attached, Vented Crawlspace, Unvented Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.627618	0.372382	0	0	0	28	144047
3C	Single-Family Attached, Vented Crawlspace, Vented Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.475139	0.524861	0	0	0	10	53597.7
3C	Single-Family Detached, Ambient, Finished Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.627618	0.372382	0	0	0	28	144047
3C	Single-Family Detached, Ambient, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.72729	0.27271	0	2	2792.59	14	71031.3
3C	Single-Family Detached, Ambient, Unvented Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.627618	0.372382	0	0	0	28	144047
3C	Single-Family Detached, Ambient, Vented Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.542239	0.457761	0	2	7269.52	14	73015.4
3C	Single-Family Detached, Heated Basement, Finished Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.520841	0.192778	0.157713	0.128668	0	0	0	20	112148
3C	Single-Family Detached, Heated Basement, Finished Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.605548	0.0913929	0.11701	0.18605	0	0	0	21	143692
3C	Single-Family Detached, Heated Basement, Finished Attic, 3 Car Garage	1940-59	Yes	0	0	0	0.360431	0.164708	0.274639	0.200222	0	0	0	71	411938
3C	Single-Family Detached, Heated Basement, Finished Attic, No Garage	1940-59	Yes	0	0	0	0	0.22977	0.483411	0.28682	0	0	0	28	144047
3C	Single-Family Detached, Heated Basement, No Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.415994	0.264653	0.239188	0.0801657	0	5	11595.9	13	73946.6
3C	Single-Family Detached, Heated Basement, No Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.599019	0	0.118319	0.282662	0	1	831.376	11	71214.7
3C	Single-Family Detached, Heated Basement, No Attic, 3 Car Garage	1940-59	Yes	0	0	0	0.360431	0.164708	0.274639	0.200222	0	0	0	71	411938
3C	Single-Family Detached, Heated Basement, No Attic, No Garage	1940-59	Yes	0	0	0	0	0.279333	0.524133	0.196533	0	1	2443.3	14	71031.3
3C	Single-Family Detached, Heated Basement, Unvented Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.520841	0.192778	0.157713	0.128668	0	0	0	20	112148
3C	Single-Family Detached, Heated Basement, Unvented Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.605548	0.0913929	0.11701	0.18605	0	0	0	21	143692
3C	Single-Family Detached, Heated Basement, Unvented Attic, 3 Car Garage	1940-59	Yes	0	0	0	0.360431	0.164708	0.274639	0.200222	0	0	0	71	411938
3C	Single-Family Detached, Heated Basement, Unvented Attic, No Garage	1940-59	Yes	0	0	0	0	0.22977	0.483411	0.28682	0	0	0	28	144047
3C	Single-Family Detached, Heated Basement, Vented Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.520841	0.192778	0.157713	0.128668	0	0	0	20	112148
3C	Single-Family Detached, Heated Basement, Vented Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.611963	0.181194	0.115723	0.0911194	0	0	0	10	72477
3C	Single-Family Detached, Heated Basement, Vented Attic, 3 Car Garage	1940-59	Yes	0	0	0	0.360431	0.164708	0.274639	0.200222	0	0	0	71	411938
3C	Single-Family Detached, Heated Basement, Vented Attic, No Garage	1940-59	Yes	0	0	0	0	0.181553	0.443794	0.374653	0	1	2050.71	14	73015.4
3C	Single-Family Detached, Slab, Finished Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.645226	0	0.195377	0.159396	0	1	1910.05	20	112148
3C	Single-Family Detached, Slab, Finished Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.666457	0	0.128779	0.204763	0	0	0	21	143692
3C	Single-Family Detached, Slab, Finished Attic, 3 Car Garage	1940-59	Yes	0	0	0	0.431503	0	0.328794	0.239703	0	0	0	71	411938
3C	Single-Family Detached, Slab, Finished Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.627618	0.372382	0	0	0	28	144047
3C	Single-Family Detached, Slab, No Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.565711	0	0.325272	0.109017	0	4	13834	13	73946.6
3C	Single-Family Detached, Slab, No Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.599019	0	0.118319	0.282662	0	2	10022.3	11	71214.7
3C	Single-Family Detached, Slab, No Attic, 3 Car Garage	1940-59	Yes	0	0	0	0.431503	0	0.328794	0.239703	0	1	3052.31	71	411938
3C	Single-Family Detached, Slab, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.72729	0.27271	0	8	30136	14	71031.3
3C	Single-Family Detached, Slab, Unvented Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.645226	0	0.195377	0.159396	0	1	1910.05	20	112148
3C	Single-Family Detached, Slab, Unvented Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.666457	0	0.128779	0.204763	0	0	0	21	143692
3C	Single-Family Detached, Slab, Unvented Attic, 3 Car Garage	1940-59	Yes	0	0	0	0.431503	0	0.328794	0.239703	0	0	0	71	411938
3C	Single-Family Detached, Slab, Unvented Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.627618	0.372382	0	0	0	28	144047
3C	Single-Family Detached, Slab, Vented Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.645226	0	0.195377	0.159396	0	1	4335.21	20	112148
3C	Single-Family Detached, Slab, Vented Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.747385	0	0.141332	0.111283	0	3	17121.3	10	72477
3C	Single-Family Detached, Slab, Vented Attic, 3 Car Garage	1940-59	Yes	0	0	0	0.431503	0	0.328794	0.239703	0	0	0	71	411938
3C	Single-Family Detached, Slab, Vented Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.542239	0.457761	0	0	0	14	73015.4
3C	Single-Family Detached, Unheated Basement, Finished Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.520841	0	0.157713	0.128668	0.192778	0	0	20	112148
3C	Single-Family Detached, Unheated Basement, Finished Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.605548	0	0.11701	0.18605	0.0913929	0	0	21	143692
3C	Single-Family Detached, Unheated Basement, Finished Attic, 3 Car Garage	1940-59	Yes	0	0	0	0.360431	0	0.274639	0.200222	0.164708	0	0	71	411938
3C	Single-Family Detached, Unheated Basement, Finished Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.483411	0.28682	0.22977	0	0	28	144047
3C	Single-Family Detached, Unheated Basement, No Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.415994	0	0.239188	0.0801657	0.264653	4	8586.17	13	73946.6
3C	Single-Family Detached, Unheated Basement, No Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.599019	0	0.118319	0.282662	0	1	831.376	11	71214.7
3C	Single-Family Detached, Unheated Basement, No Attic, 3 Car Garage	1940-59	Yes	0	0	0	0.360431	0	0.274639	0.200222	0.164708	0	0	71	411938
3C	Single-Family Detached, Unheated Basement, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.524133	0.196533	0.279333	5	11535.7	14	71031.3
3C	Single-Family Detached, Unheated Basement, Unvented Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.520841	0	0.157713	0.128668	0.192778	0	0	20	112148
3C	Single-Family Detached, Unheated Basement, Unvented Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.605548	0	0.11701	0.18605	0.0913929	0	0	21	143692
3C	Single-Family Detached, Unheated Basement, Unvented Attic, 3 Car Garage	1940-59	Yes	0	0	0	0.360431	0	0.274639	0.200222	0.164708	0	0	71	411938
3C	Single-Family Detached, Unheated Basement, Unvented Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.483411	0.28682	0.22977	0	0	28	144047
3C	Single-Family Detached, Unheated Basement, Vented Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.520841	0	0.157713	0.128668	0.192778	0	0	20	112148
3C	Single-Family Detached, Unheated Basement, Vented Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.611963	0	0.115723	0.0911194	0.181194	2	13132.4	10	72477
3C	Single-Family Detached, Unheated Basement, Vented Attic, 3 Car Garage	1940-59	Yes	0	0	0	0.360431	0	0.274639	0.200222	0.164708	0	0	71	411938
3C	Single-Family Detached, Unheated Basement, Vented Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.443794	0.374653	0.181553	4	8170.49	14	73015.4
3C	Single-Family Detached, Unvented Crawlspace, Finished Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.645226	0	0.195377	0.159396	0	0	0	20	112148
3C	Single-Family Detached, Unvented Crawlspace, Finished Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.666457	0	0.128779	0.204763	0	0	0	21	143692
3C	Single-Family Detached, Unvented Crawlspace, Finished Attic, 3 Car Garage	1940-59	Yes	0	0	0	0.431503	0	0.328794	0.239703	0	0	0	71	411938
3C	Single-Family Detached, Unvented Crawlspace, Finished Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.627618	0.372382	0	0	0	28	144047
3C	Single-Family Detached, Unvented Crawlspace, No Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.565711	0	0.325272	0.109017	0	1	994.011	13	73946.6
3C	Single-Family Detached, Unvented Crawlspace, No Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.599019	0	0.118319	0.282662	0	0	0	11	71214.7
3C	Single-Family Detached, Unvented Crawlspace, No Attic, 3 Car Garage	1940-59	Yes	0	0	0	0.431503	0	0.328794	0.239703	0	0	0	71	411938
3C	Single-Family Detached, Unvented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.72729	0.27271	0	0	0	14	71031.3
3C	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.645226	0	0.195377	0.159396	0	0	0	20	112148
3C	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.666457	0	0.128779	0.204763	0	0	0	21	143692
3C	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 3 Car Garage	1940-59	Yes	0	0	0	0.431503	0	0.328794	0.239703	0	0	0	71	411938
3C	Single-Family Detached, Unvented Crawlspace, Unvented Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.627618	0.372382	0	0	0	28	144047
3C	Single-Family Detached, Unvented Crawlspace, Vented Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.645226	0	0.195377	0.159396	0	0	0	20	112148
3C	Single-Family Detached, Unvented Crawlspace, Vented Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.747385	0	0.141332	0.111283	0	0	0	10	72477
3C	Single-Family Detached, Unvented Crawlspace, Vented Attic, 3 Car Garage	1940-59	Yes	0	0	0	0.431503	0	0.328794	0.239703	0	0	0	71	411938
3C	Single-Family Detached, Unvented Crawlspace, Vented Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.542239	0.457761	0	0	0	14	73015.4
3C	Single-Family Detached, Vented Crawlspace, Finished Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.645226	0	0.195377	0.159396	0	0	0	20	112148
3C	Single-Family Detached, Vented Crawlspace, Finished Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.666457	0	0.128779	0.204763	0	0	0	21	143692
3C	Single-Family Detached, Vented Crawlspace, Finished Attic, 3 Car Garage	1940-59	Yes	0	0	0	0.431503	0	0.328794	0.239703	0	0	0	71	411938
