metadata_column	enumeration
in.metropolitan_and_micropolitan_statistical_area	Coffeyville, KS MicroSA
in.metropolitan_and_micropolitan_statistical_area	Coldwater, MI MicroSA
in.metropolitan_and_micropolitan_statistical_area	College Station-Bryan, TX MSA
in.metropolitan_and_micropolitan_statistical_area	Colorado Springs, CO MSA
in.metropolitan_and_micropolitan_statistical_area	Columbia, MO MSA
in.metropolitan_and_micropolitan_statistical_area	Columbia, SC MSA
in.metropolitan_and_micropolitan_statistical_area	Columbus, GA-AL MSA
in.metropolitan_and_micropolitan_statistical_area	Columbus, IN MSA
in.metropolitan_and_micropolitan_statistical_area	Columbus, MS MicroSA
in.metropolitan_and_micropolitan_statistical_area	Columbus, NE MicroSA
in.metropolitan_and_micropolitan_statistical_area	Columbus, OH MSA
in.metropolitan_and_micropolitan_statistical_area	Concord, NH MicroSA
in.metropolitan_and_micropolitan_statistical_area	Connersville, IN MicroSA
in.metropolitan_and_micropolitan_statistical_area	Cookeville, TN MicroSA
in.metropolitan_and_micropolitan_statistical_area	Coos Bay, OR MicroSA
in.metropolitan_and_micropolitan_statistical_area	Cordele, GA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Corinth, MS MicroSA
in.metropolitan_and_micropolitan_statistical_area	Cornelia, GA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Corning, NY MicroSA
in.metropolitan_and_micropolitan_statistical_area	Corpus Christi, TX MSA
in.metropolitan_and_micropolitan_statistical_area	Corsicana, TX MicroSA
in.metropolitan_and_micropolitan_statistical_area	Cortland, NY MicroSA
in.metropolitan_and_micropolitan_statistical_area	Corvallis, OR MSA
in.metropolitan_and_micropolitan_statistical_area	Coshocton, OH MicroSA
in.metropolitan_and_micropolitan_statistical_area	Craig, CO MicroSA
in.metropolitan_and_micropolitan_statistical_area	Crawfordsville, IN MicroSA
in.metropolitan_and_micropolitan_statistical_area	Crescent City, CA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Crestview-Fort Walton Beach-Destin, FL MSA
in.metropolitan_and_micropolitan_statistical_area	Crossville, TN MicroSA
in.metropolitan_and_micropolitan_statistical_area	Cullman, AL MicroSA
in.metropolitan_and_micropolitan_statistical_area	Cullowhee, NC MicroSA
in.metropolitan_and_micropolitan_statistical_area	Cumberland, MD-WV MSA
in.metropolitan_and_micropolitan_statistical_area	Dallas-Fort Worth-Arlington, TX MSA
in.metropolitan_and_micropolitan_statistical_area	Dalton, GA MSA
in.metropolitan_and_micropolitan_statistical_area	Danville, IL MSA
in.metropolitan_and_micropolitan_statistical_area	Danville, KY MicroSA
in.metropolitan_and_micropolitan_statistical_area	Danville, VA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Daphne-Fairhope-Foley, AL MSA
in.metropolitan_and_micropolitan_statistical_area	Davenport-Moline-Rock Island, IA-IL MSA
in.metropolitan_and_micropolitan_statistical_area	Dayton, OH MSA
in.metropolitan_and_micropolitan_statistical_area	Dayton, TN MicroSA
in.metropolitan_and_micropolitan_statistical_area	DeRidder, LA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Decatur, AL MSA
in.metropolitan_and_micropolitan_statistical_area	Decatur, IL MSA
in.metropolitan_and_micropolitan_statistical_area	Decatur, IN MicroSA
in.metropolitan_and_micropolitan_statistical_area	Defiance, OH MicroSA
in.metropolitan_and_micropolitan_statistical_area	Del Rio, TX MicroSA
in.metropolitan_and_micropolitan_statistical_area	Deltona-Daytona Beach-Ormond Beach, FL MSA
in.metropolitan_and_micropolitan_statistical_area	Deming, NM MicroSA
in.metropolitan_and_micropolitan_statistical_area	Denver-Aurora-Lakewood, CO MSA
in.metropolitan_and_micropolitan_statistical_area	Des Moines-West Des Moines, IA MSA
in.metropolitan_and_micropolitan_statistical_area	Detroit-Warren-Dearborn, MI MSA
in.metropolitan_and_micropolitan_statistical_area	Dickinson, ND MicroSA
in.metropolitan_and_micropolitan_statistical_area	Dixon, IL MicroSA
in.metropolitan_and_micropolitan_statistical_area	Dodge City, KS MicroSA
in.metropolitan_and_micropolitan_statistical_area	Dothan, AL MSA
in.metropolitan_and_micropolitan_statistical_area	Douglas, GA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Dover, DE MSA
in.metropolitan_and_micropolitan_statistical_area	DuBois, PA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Dublin, GA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Dubuque, IA MSA
in.metropolitan_and_micropolitan_statistical_area	Duluth, MN-WI MSA
in.metropolitan_and_micropolitan_statistical_area	Dumas, TX MicroSA
in.metropolitan_and_micropolitan_statistical_area	Duncan, OK MicroSA
in.metropolitan_and_micropolitan_statistical_area	Dunn, NC MicroSA
in.metropolitan_and_micropolitan_statistical_area	Durango, CO MicroSA
in.metropolitan_and_micropolitan_statistical_area	Durant, OK MicroSA
in.metropolitan_and_micropolitan_statistical_area	Durham-Chapel Hill, NC MSA
in.metropolitan_and_micropolitan_statistical_area	Dyersburg, TN MicroSA
in.metropolitan_and_micropolitan_statistical_area	Eagle Pass, TX MicroSA
in.metropolitan_and_micropolitan_statistical_area	East Stroudsburg, PA MSA
in.metropolitan_and_micropolitan_statistical_area	Easton, MD MicroSA
in.metropolitan_and_micropolitan_statistical_area	Eau Claire, WI MSA
in.metropolitan_and_micropolitan_statistical_area	Edwards, CO MicroSA
in.metropolitan_and_micropolitan_statistical_area	Effingham, IL MicroSA
in.metropolitan_and_micropolitan_statistical_area	El Campo, TX MicroSA
in.metropolitan_and_micropolitan_statistical_area	El Centro, CA MSA
in.metropolitan_and_micropolitan_statistical_area	El Dorado, AR MicroSA
in.metropolitan_and_micropolitan_statistical_area	El Paso, TX MSA
in.metropolitan_and_micropolitan_statistical_area	Elizabeth City, NC MicroSA
in.metropolitan_and_micropolitan_statistical_area	Elizabethtown-Fort Knox, KY MSA
in.metropolitan_and_micropolitan_statistical_area	Elk City, OK MicroSA
in.metropolitan_and_micropolitan_statistical_area	Elkhart-Goshen, IN MSA
in.metropolitan_and_micropolitan_statistical_area	Elkins, WV MicroSA
in.metropolitan_and_micropolitan_statistical_area	Elko, NV MicroSA
in.metropolitan_and_micropolitan_statistical_area	Ellensburg, WA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Elmira, NY MSA
in.metropolitan_and_micropolitan_statistical_area	Emporia, KS MicroSA
in.metropolitan_and_micropolitan_statistical_area	Enid, OK MicroSA
in.metropolitan_and_micropolitan_statistical_area	Enterprise, AL MicroSA
in.metropolitan_and_micropolitan_statistical_area	Erie, PA MSA
in.metropolitan_and_micropolitan_statistical_area	Escanaba, MI MicroSA
in.metropolitan_and_micropolitan_statistical_area	Espanola, NM MicroSA
in.metropolitan_and_micropolitan_statistical_area	Eugene, OR MSA
in.metropolitan_and_micropolitan_statistical_area	Eureka-Arcata-Fortuna, CA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Evanston, WY MicroSA
in.metropolitan_and_micropolitan_statistical_area	Evansville, IN-KY MSA
in.metropolitan_and_micropolitan_statistical_area	Fairbanks, AK MSA
in.metropolitan_and_micropolitan_statistical_area	Fairfield, IA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Fairmont, WV MicroSA
in.metropolitan_and_micropolitan_statistical_area	Fallon, NV MicroSA
in.metropolitan_and_micropolitan_statistical_area	Fargo, ND-MN MSA
in.metropolitan_and_micropolitan_statistical_area	Faribault-Northfield, MN MicroSA
in.metropolitan_and_micropolitan_statistical_area	Farmington, MO MicroSA
in.metropolitan_and_micropolitan_statistical_area	Farmington, NM MSA
in.metropolitan_and_micropolitan_statistical_area	Fayetteville, NC MSA
in.metropolitan_and_micropolitan_statistical_area	Fayetteville-Springdale-Rogers, AR-MO MSA
in.metropolitan_and_micropolitan_statistical_area	Fergus Falls, MN MicroSA
in.metropolitan_and_micropolitan_statistical_area	Fernley, NV MicroSA
in.metropolitan_and_micropolitan_statistical_area	Findlay, OH MicroSA
in.metropolitan_and_micropolitan_statistical_area	Fitzgerald, GA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Flagstaff, AZ MSA
in.metropolitan_and_micropolitan_statistical_area	Flint, MI MSA
in.metropolitan_and_micropolitan_statistical_area	Florence, SC MSA
in.metropolitan_and_micropolitan_statistical_area	Florence-Muscle Shoals, AL MSA
in.metropolitan_and_micropolitan_statistical_area	Fond du Lac, WI MSA
in.metropolitan_and_micropolitan_statistical_area	Forest City, NC MicroSA
in.metropolitan_and_micropolitan_statistical_area	Forrest City, AR MicroSA
in.metropolitan_and_micropolitan_statistical_area	Fort Collins, CO MSA
in.metropolitan_and_micropolitan_statistical_area	Fort Dodge, IA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Fort Leonard Wood, MO MicroSA
in.metropolitan_and_micropolitan_statistical_area	Fort Madison-Keokuk, IA-IL-MO MicroSA
in.metropolitan_and_micropolitan_statistical_area	Fort Morgan, CO MicroSA
in.metropolitan_and_micropolitan_statistical_area	Fort Polk South, LA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Fort Smith, AR-OK MSA
in.metropolitan_and_micropolitan_statistical_area	Fort Wayne, IN MSA
in.metropolitan_and_micropolitan_statistical_area	Frankfort, IN MicroSA
in.metropolitan_and_micropolitan_statistical_area	Frankfort, KY MicroSA
in.metropolitan_and_micropolitan_statistical_area	Fredericksburg, TX MicroSA
in.metropolitan_and_micropolitan_statistical_area	Freeport, IL MicroSA
in.metropolitan_and_micropolitan_statistical_area	Fremont, NE MicroSA
in.metropolitan_and_micropolitan_statistical_area	Fremont, OH MicroSA
in.metropolitan_and_micropolitan_statistical_area	Fresno, CA MSA
in.metropolitan_and_micropolitan_statistical_area	Gadsden, AL MSA
in.metropolitan_and_micropolitan_statistical_area	Gaffney, SC MicroSA
in.metropolitan_and_micropolitan_statistical_area	Gainesville, FL MSA
in.metropolitan_and_micropolitan_statistical_area	Gainesville, GA MSA
in.metropolitan_and_micropolitan_statistical_area	Gainesville, TX MicroSA
in.metropolitan_and_micropolitan_statistical_area	Galesburg, IL MicroSA
in.metropolitan_and_micropolitan_statistical_area	Gallup, NM MicroSA
in.metropolitan_and_micropolitan_statistical_area	Garden City, KS MicroSA
in.metropolitan_and_micropolitan_statistical_area	Gardnerville Ranchos, NV MicroSA
in.metropolitan_and_micropolitan_statistical_area	Georgetown, SC MicroSA
in.metropolitan_and_micropolitan_statistical_area	Gettysburg, PA MSA
in.metropolitan_and_micropolitan_statistical_area	Gillette, WY MicroSA
in.metropolitan_and_micropolitan_statistical_area	Glasgow, KY MicroSA
in.metropolitan_and_micropolitan_statistical_area	Glens Falls, NY MSA
in.metropolitan_and_micropolitan_statistical_area	Glenwood Springs, CO MicroSA
in.metropolitan_and_micropolitan_statistical_area	Gloversville, NY MicroSA
in.metropolitan_and_micropolitan_statistical_area	Goldsboro, NC MSA
in.metropolitan_and_micropolitan_statistical_area	Grand Forks, ND-MN MSA
in.metropolitan_and_micropolitan_statistical_area	Grand Island, NE MSA
in.metropolitan_and_micropolitan_statistical_area	Grand Junction, CO MSA
in.metropolitan_and_micropolitan_statistical_area	Grand Rapids-Wyoming, MI MSA
in.metropolitan_and_micropolitan_statistical_area	Grants Pass, OR MSA
in.metropolitan_and_micropolitan_statistical_area	Grants, NM MicroSA
in.metropolitan_and_micropolitan_statistical_area	Great Bend, KS MicroSA
in.metropolitan_and_micropolitan_statistical_area	Great Falls, MT MSA
in.metropolitan_and_micropolitan_statistical_area	Greeley, CO MSA
in.metropolitan_and_micropolitan_statistical_area	Green Bay, WI MSA
in.metropolitan_and_micropolitan_statistical_area	Greeneville, TN MicroSA
in.metropolitan_and_micropolitan_statistical_area	Greenfield Town, MA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Greensboro-High Point, NC MSA
in.metropolitan_and_micropolitan_statistical_area	Greensburg, IN MicroSA
in.metropolitan_and_micropolitan_statistical_area	Greenville, MS MicroSA
in.metropolitan_and_micropolitan_statistical_area	Greenville, NC MSA
in.metropolitan_and_micropolitan_statistical_area	Greenville, OH MicroSA
in.metropolitan_and_micropolitan_statistical_area	Greenville-Anderson-Mauldin, SC MSA
in.metropolitan_and_micropolitan_statistical_area	Greenwood, MS MicroSA
in.metropolitan_and_micropolitan_statistical_area	Greenwood, SC MicroSA
in.metropolitan_and_micropolitan_statistical_area	Grenada, MS MicroSA
in.metropolitan_and_micropolitan_statistical_area	Gulfport-Biloxi-Pascagoula, MS MSA
in.metropolitan_and_micropolitan_statistical_area	Guymon, OK MicroSA
in.metropolitan_and_micropolitan_statistical_area	Hagerstown-Martinsburg, MD-WV MSA
in.metropolitan_and_micropolitan_statistical_area	Hailey, ID MicroSA
in.metropolitan_and_micropolitan_statistical_area	Hammond, LA MSA
in.metropolitan_and_micropolitan_statistical_area	Hanford-Corcoran, CA MSA
in.metropolitan_and_micropolitan_statistical_area	Hannibal, MO MicroSA
in.metropolitan_and_micropolitan_statistical_area	Harrisburg-Carlisle, PA MSA
in.metropolitan_and_micropolitan_statistical_area	Harrison, AR MicroSA
in.metropolitan_and_micropolitan_statistical_area	Harrisonburg, VA MSA
in.metropolitan_and_micropolitan_statistical_area	Hartford-West Hartford-East Hartford, CT MSA
in.metropolitan_and_micropolitan_statistical_area	Hastings, NE MicroSA
in.metropolitan_and_micropolitan_statistical_area	Hattiesburg, MS MSA
in.metropolitan_and_micropolitan_statistical_area	Hays, KS MicroSA
in.metropolitan_and_micropolitan_statistical_area	Heber, UT MicroSA
in.metropolitan_and_micropolitan_statistical_area	Helena, MT MicroSA
in.metropolitan_and_micropolitan_statistical_area	Helena-West Helena, AR MicroSA
in.metropolitan_and_micropolitan_statistical_area	Henderson, NC MicroSA
in.metropolitan_and_micropolitan_statistical_area	Hereford, TX MicroSA
in.metropolitan_and_micropolitan_statistical_area	Hermiston-Pendleton, OR MicroSA
in.metropolitan_and_micropolitan_statistical_area	Hickory-Lenoir-Morganton, NC MSA
in.metropolitan_and_micropolitan_statistical_area	Hillsdale, MI MicroSA
in.metropolitan_and_micropolitan_statistical_area	Hilo, HI MicroSA
in.metropolitan_and_micropolitan_statistical_area	Hilton Head Island-Bluffton-Beaufort, SC MSA
in.metropolitan_and_micropolitan_statistical_area	Hinesville, GA MSA
in.metropolitan_and_micropolitan_statistical_area	Hobbs, NM MicroSA
in.metropolitan_and_micropolitan_statistical_area	Holland, MI MicroSA
in.metropolitan_and_micropolitan_statistical_area	Homosassa Springs, FL MSA
in.metropolitan_and_micropolitan_statistical_area	Hood River, OR MicroSA
in.metropolitan_and_micropolitan_statistical_area	Hot Springs, AR MSA
in.metropolitan_and_micropolitan_statistical_area	Houghton, MI MicroSA
in.metropolitan_and_micropolitan_statistical_area	Houma-Thibodaux, LA MSA
in.metropolitan_and_micropolitan_statistical_area	Houston-The Woodlands-Sugar Land, TX MSA
in.metropolitan_and_micropolitan_statistical_area	Hudson, NY MicroSA
in.metropolitan_and_micropolitan_statistical_area	Huntingdon, PA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Huntington, IN MicroSA
in.metropolitan_and_micropolitan_statistical_area	Huntington-Ashland, WV-KY-OH MSA
in.metropolitan_and_micropolitan_statistical_area	Huntsville, AL MSA
in.metropolitan_and_micropolitan_statistical_area	Huntsville, TX MicroSA
in.metropolitan_and_micropolitan_statistical_area	Huron, SD MicroSA
in.metropolitan_and_micropolitan_statistical_area	Hutchinson, KS MicroSA
in.metropolitan_and_micropolitan_statistical_area	Hutchinson, MN MicroSA
in.metropolitan_and_micropolitan_statistical_area	Idaho Falls, ID MSA
in.metropolitan_and_micropolitan_statistical_area	Indiana, PA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Indianapolis-Carmel-Anderson, IN MSA
in.metropolitan_and_micropolitan_statistical_area	Indianola, MS MicroSA
in.metropolitan_and_micropolitan_statistical_area	Ionia, MI MicroSA
in.metropolitan_and_micropolitan_statistical_area	Iowa City, IA MSA
in.metropolitan_and_micropolitan_statistical_area	Iron Mountain, MI-WI MicroSA
in.metropolitan_and_micropolitan_statistical_area	Ithaca, NY MSA
in.metropolitan_and_micropolitan_statistical_area	Jackson, MI MSA
in.metropolitan_and_micropolitan_statistical_area	Jackson, MS MSA
in.metropolitan_and_micropolitan_statistical_area	Jackson, OH MicroSA
in.metropolitan_and_micropolitan_statistical_area	Jackson, TN MSA
in.metropolitan_and_micropolitan_statistical_area	Jackson, WY-ID MicroSA
in.metropolitan_and_micropolitan_statistical_area	Jacksonville, FL MSA
in.metropolitan_and_micropolitan_statistical_area	Jacksonville, IL MicroSA
in.metropolitan_and_micropolitan_statistical_area	Jacksonville, NC MSA
in.metropolitan_and_micropolitan_statistical_area	Jacksonville, TX MicroSA
in.metropolitan_and_micropolitan_statistical_area	Jamestown, ND MicroSA
in.metropolitan_and_micropolitan_statistical_area	Jamestown-Dunkirk-Fredonia, NY MicroSA
in.metropolitan_and_micropolitan_statistical_area	Janesville-Beloit, WI MSA
in.metropolitan_and_micropolitan_statistical_area	Jasper, IN MicroSA
in.metropolitan_and_micropolitan_statistical_area	Jefferson City, MO MSA
in.metropolitan_and_micropolitan_statistical_area	Jefferson, GA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Jesup, GA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Johnson City, TN MSA
in.metropolitan_and_micropolitan_statistical_area	Johnstown, PA MSA
in.metropolitan_and_micropolitan_statistical_area	Jonesboro, AR MSA
in.metropolitan_and_micropolitan_statistical_area	Joplin, MO MSA
in.metropolitan_and_micropolitan_statistical_area	Junction City, KS MicroSA
in.metropolitan_and_micropolitan_statistical_area	Juneau, AK MicroSA
in.metropolitan_and_micropolitan_statistical_area	Kahului-Wailuku-Lahaina, HI MSA
in.metropolitan_and_micropolitan_statistical_area	Kalamazoo-Portage, MI MSA
in.metropolitan_and_micropolitan_statistical_area	Kalispell, MT MicroSA
in.metropolitan_and_micropolitan_statistical_area	Kankakee, IL MSA
in.metropolitan_and_micropolitan_statistical_area	Kansas City, MO-KS MSA
in.metropolitan_and_micropolitan_statistical_area	Kapaa, HI MicroSA
in.metropolitan_and_micropolitan_statistical_area	Kearney, NE MicroSA
in.metropolitan_and_micropolitan_statistical_area	Keene, NH MicroSA
in.metropolitan_and_micropolitan_statistical_area	Kendallville, IN MicroSA
in.metropolitan_and_micropolitan_statistical_area	Kennett, MO MicroSA
in.metropolitan_and_micropolitan_statistical_area	Kennewick-Richland, WA MSA
in.metropolitan_and_micropolitan_statistical_area	Kerrville, TX MicroSA
in.metropolitan_and_micropolitan_statistical_area	Ketchikan, AK MicroSA
in.metropolitan_and_micropolitan_statistical_area	Key West, FL MicroSA
in.metropolitan_and_micropolitan_statistical_area	Kill Devil Hills, NC MicroSA
in.metropolitan_and_micropolitan_statistical_area	Killeen-Temple, TX MSA
in.metropolitan_and_micropolitan_statistical_area	Kingsport-Bristol-Bristol, TN-VA MSA
in.metropolitan_and_micropolitan_statistical_area	Kingston, NY MSA
in.metropolitan_and_micropolitan_statistical_area	Kingsville, TX MicroSA
in.metropolitan_and_micropolitan_statistical_area	Kinston, NC MicroSA
in.metropolitan_and_micropolitan_statistical_area	Kirksville, MO MicroSA
in.metropolitan_and_micropolitan_statistical_area	Klamath Falls, OR MicroSA
in.metropolitan_and_micropolitan_statistical_area	Knoxville, TN MSA
in.metropolitan_and_micropolitan_statistical_area	Kokomo, IN MSA
in.metropolitan_and_micropolitan_statistical_area	La Crosse-Onalaska, WI-MN MSA
in.metropolitan_and_micropolitan_statistical_area	La Grande, OR MicroSA
in.metropolitan_and_micropolitan_statistical_area	LaGrange, GA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Laconia, NH MicroSA
in.metropolitan_and_micropolitan_statistical_area	Lafayette, LA MSA
in.metropolitan_and_micropolitan_statistical_area	Lafayette-West Lafayette, IN MSA
in.metropolitan_and_micropolitan_statistical_area	Lake Charles, LA MSA
in.metropolitan_and_micropolitan_statistical_area	Lake City, FL MicroSA
in.metropolitan_and_micropolitan_statistical_area	Lake Havasu City-Kingman, AZ MSA
in.metropolitan_and_micropolitan_statistical_area	Lakeland-Winter Haven, FL MSA
in.metropolitan_and_micropolitan_statistical_area	Lancaster, PA MSA
in.metropolitan_and_micropolitan_statistical_area	Lansing-East Lansing, MI MSA
in.metropolitan_and_micropolitan_statistical_area	Laramie, WY MicroSA
in.metropolitan_and_micropolitan_statistical_area	Laredo, TX MSA
in.metropolitan_and_micropolitan_statistical_area	Las Cruces, NM MSA
in.metropolitan_and_micropolitan_statistical_area	Las Vegas, NM MicroSA
in.metropolitan_and_micropolitan_statistical_area	Las Vegas-Henderson-Paradise, NV MSA
in.metropolitan_and_micropolitan_statistical_area	Laurel, MS MicroSA
in.metropolitan_and_micropolitan_statistical_area	Laurinburg, NC MicroSA
in.metropolitan_and_micropolitan_statistical_area	Lawrence, KS MSA
in.metropolitan_and_micropolitan_statistical_area	Lawrenceburg, TN MicroSA
in.metropolitan_and_micropolitan_statistical_area	Lawton, OK MSA
in.metropolitan_and_micropolitan_statistical_area	Lebanon, MO MicroSA
in.metropolitan_and_micropolitan_statistical_area	Lebanon, PA MSA
in.metropolitan_and_micropolitan_statistical_area	Levelland, TX MicroSA
in.metropolitan_and_micropolitan_statistical_area	Lewisburg, PA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Lewisburg, TN MicroSA
in.metropolitan_and_micropolitan_statistical_area	Lewiston, ID-WA MSA
in.metropolitan_and_micropolitan_statistical_area	Lewiston-Auburn, ME MSA
in.metropolitan_and_micropolitan_statistical_area	Lewistown, PA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Lexington, NE MicroSA
in.metropolitan_and_micropolitan_statistical_area	Lexington-Fayette, KY MSA
in.metropolitan_and_micropolitan_statistical_area	Liberal, KS MicroSA
in.metropolitan_and_micropolitan_statistical_area	Lima, OH MSA
in.metropolitan_and_micropolitan_statistical_area	Lincoln, IL MicroSA
in.metropolitan_and_micropolitan_statistical_area	Lincoln, NE MSA
in.metropolitan_and_micropolitan_statistical_area	Little Rock-North Little Rock-Conway, AR MSA
in.metropolitan_and_micropolitan_statistical_area	Lock Haven, PA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Logan, UT-ID MSA
in.metropolitan_and_micropolitan_statistical_area	Logan, WV MicroSA
in.metropolitan_and_micropolitan_statistical_area	Logansport, IN MicroSA
in.metropolitan_and_micropolitan_statistical_area	London, KY MicroSA
in.metropolitan_and_micropolitan_statistical_area	Longview, TX MSA
in.metropolitan_and_micropolitan_statistical_area	Longview, WA MSA
in.metropolitan_and_micropolitan_statistical_area	Los Alamos, NM MicroSA
in.metropolitan_and_micropolitan_statistical_area	Los Angeles-Long Beach-Anaheim, CA MSA
in.metropolitan_and_micropolitan_statistical_area	Louisville/Jefferson County, KY-IN MSA
in.metropolitan_and_micropolitan_statistical_area	Lubbock, TX MSA
in.metropolitan_and_micropolitan_statistical_area	Ludington, MI MicroSA
in.metropolitan_and_micropolitan_statistical_area	Lufkin, TX MicroSA
in.metropolitan_and_micropolitan_statistical_area	Lumberton, NC MicroSA
in.metropolitan_and_micropolitan_statistical_area	Lynchburg, VA MSA
in.metropolitan_and_micropolitan_statistical_area	Macomb, IL MicroSA
in.metropolitan_and_micropolitan_statistical_area	Macon, GA MSA
in.metropolitan_and_micropolitan_statistical_area	Madera, CA MSA
in.metropolitan_and_micropolitan_statistical_area	Madison, IN MicroSA
in.metropolitan_and_micropolitan_statistical_area	Madison, WI MSA
in.metropolitan_and_micropolitan_statistical_area	Madisonville, KY MicroSA
in.metropolitan_and_micropolitan_statistical_area	Magnolia, AR MicroSA
in.metropolitan_and_micropolitan_statistical_area	Malone, NY MicroSA
in.metropolitan_and_micropolitan_statistical_area	Malvern, AR MicroSA
in.metropolitan_and_micropolitan_statistical_area	Manchester-Nashua, NH MSA
in.metropolitan_and_micropolitan_statistical_area	Manhattan, KS MSA
in.metropolitan_and_micropolitan_statistical_area	Manitowoc, WI MicroSA
in.metropolitan_and_micropolitan_statistical_area	Mankato-North Mankato, MN MSA
in.metropolitan_and_micropolitan_statistical_area	Mansfield, OH MSA
in.metropolitan_and_micropolitan_statistical_area	Marietta, OH MicroSA
in.metropolitan_and_micropolitan_statistical_area	Marinette, WI-MI MicroSA
in.metropolitan_and_micropolitan_statistical_area	Marion, IN MicroSA
in.metropolitan_and_micropolitan_statistical_area	Marion, NC MicroSA
in.metropolitan_and_micropolitan_statistical_area	Marion, OH MicroSA
in.metropolitan_and_micropolitan_statistical_area	Marquette, MI MicroSA
in.metropolitan_and_micropolitan_statistical_area	Marshall, MN MicroSA
in.metropolitan_and_micropolitan_statistical_area	Marshall, MO MicroSA
in.metropolitan_and_micropolitan_statistical_area	Marshall, TX MicroSA
in.metropolitan_and_micropolitan_statistical_area	Marshalltown, IA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Martin, TN MicroSA
in.metropolitan_and_micropolitan_statistical_area	Martinsville, VA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Maryville, MO MicroSA
in.metropolitan_and_micropolitan_statistical_area	Mason City, IA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Mayfield, KY MicroSA
in.metropolitan_and_micropolitan_statistical_area	Maysville, KY MicroSA
in.metropolitan_and_micropolitan_statistical_area	McAlester, OK MicroSA
in.metropolitan_and_micropolitan_statistical_area	McAllen-Edinburg-Mission, TX MSA
in.metropolitan_and_micropolitan_statistical_area	McComb, MS MicroSA
in.metropolitan_and_micropolitan_statistical_area	McMinnville, TN MicroSA
in.metropolitan_and_micropolitan_statistical_area	McPherson, KS MicroSA
in.metropolitan_and_micropolitan_statistical_area	Meadville, PA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Medford, OR MSA
in.metropolitan_and_micropolitan_statistical_area	Memphis, TN-MS-AR MSA
in.metropolitan_and_micropolitan_statistical_area	Menomonie, WI MicroSA
in.metropolitan_and_micropolitan_statistical_area	Merced, CA MSA
in.metropolitan_and_micropolitan_statistical_area	Meridian, MS MicroSA
in.metropolitan_and_micropolitan_statistical_area	Merrill, WI MicroSA
in.metropolitan_and_micropolitan_statistical_area	Mexico, MO MicroSA
in.metropolitan_and_micropolitan_statistical_area	Miami, OK MicroSA
in.metropolitan_and_micropolitan_statistical_area	Miami-Fort Lauderdale-West Palm Beach, FL MSA
in.metropolitan_and_micropolitan_statistical_area	Michigan City-La Porte, IN MSA
in.metropolitan_and_micropolitan_statistical_area	Middlesborough, KY MicroSA
in.metropolitan_and_micropolitan_statistical_area	Midland, MI MSA
in.metropolitan_and_micropolitan_statistical_area	Midland, TX MSA
in.metropolitan_and_micropolitan_statistical_area	Milledgeville, GA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Milwaukee-Waukesha-West Allis, WI MSA
in.metropolitan_and_micropolitan_statistical_area	Mineral Wells, TX MicroSA
in.metropolitan_and_micropolitan_statistical_area	Minneapolis-St. Paul-Bloomington, MN-WI MSA
in.metropolitan_and_micropolitan_statistical_area	Minot, ND MicroSA
in.metropolitan_and_micropolitan_statistical_area	Missoula, MT MSA
in.metropolitan_and_micropolitan_statistical_area	Mitchell, SD MicroSA
in.metropolitan_and_micropolitan_statistical_area	Moberly, MO MicroSA
in.metropolitan_and_micropolitan_statistical_area	Mobile, AL MSA
in.metropolitan_and_micropolitan_statistical_area	Modesto, CA MSA
in.metropolitan_and_micropolitan_statistical_area	Monroe, LA MSA
in.metropolitan_and_micropolitan_statistical_area	Monroe, MI MSA
in.metropolitan_and_micropolitan_statistical_area	Montgomery, AL MSA
in.metropolitan_and_micropolitan_statistical_area	Montrose, CO MicroSA
in.metropolitan_and_micropolitan_statistical_area	Morehead City, NC MicroSA
in.metropolitan_and_micropolitan_statistical_area	Morgan City, LA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Morgantown, WV MSA
