metadata_column	enumeration
in.metropolitan_and_micropolitan_statistical_area	Morristown, TN MSA
in.metropolitan_and_micropolitan_statistical_area	Moscow, ID MicroSA
in.metropolitan_and_micropolitan_statistical_area	Moses Lake, WA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Moultrie, GA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Mount Airy, NC MicroSA
in.metropolitan_and_micropolitan_statistical_area	Mount Pleasant, MI MicroSA
in.metropolitan_and_micropolitan_statistical_area	Mount Pleasant, TX MicroSA
in.metropolitan_and_micropolitan_statistical_area	Mount Sterling, KY MicroSA
in.metropolitan_and_micropolitan_statistical_area	Mount Vernon, IL MicroSA
in.metropolitan_and_micropolitan_statistical_area	Mount Vernon, OH MicroSA
in.metropolitan_and_micropolitan_statistical_area	Mount Vernon-Anacortes, WA MSA
in.metropolitan_and_micropolitan_statistical_area	Mountain Home, AR MicroSA
in.metropolitan_and_micropolitan_statistical_area	Mountain Home, ID MicroSA
in.metropolitan_and_micropolitan_statistical_area	Muncie, IN MSA
in.metropolitan_and_micropolitan_statistical_area	Murray, KY MicroSA
in.metropolitan_and_micropolitan_statistical_area	Muscatine, IA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Muskegon, MI MSA
in.metropolitan_and_micropolitan_statistical_area	Muskogee, OK MicroSA
in.metropolitan_and_micropolitan_statistical_area	Myrtle Beach-Conway-North Myrtle Beach, SC-NC MSA
in.metropolitan_and_micropolitan_statistical_area	Nacogdoches, TX MicroSA
in.metropolitan_and_micropolitan_statistical_area	Napa, CA MSA
in.metropolitan_and_micropolitan_statistical_area	Naples-Immokalee-Marco Island, FL MSA
in.metropolitan_and_micropolitan_statistical_area	Nashville-Davidson--Murfreesboro--Franklin, TN MSA
in.metropolitan_and_micropolitan_statistical_area	Natchez, MS-LA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Natchitoches, LA MicroSA
in.metropolitan_and_micropolitan_statistical_area	New Bern, NC MSA
in.metropolitan_and_micropolitan_statistical_area	New Castle, IN MicroSA
in.metropolitan_and_micropolitan_statistical_area	New Castle, PA MicroSA
in.metropolitan_and_micropolitan_statistical_area	New Haven-Milford, CT MSA
in.metropolitan_and_micropolitan_statistical_area	New Orleans-Metairie, LA MSA
in.metropolitan_and_micropolitan_statistical_area	New Philadelphia-Dover, OH MicroSA
in.metropolitan_and_micropolitan_statistical_area	New Ulm, MN MicroSA
in.metropolitan_and_micropolitan_statistical_area	New York-Newark-Jersey City, NY-NJ-PA MSA
in.metropolitan_and_micropolitan_statistical_area	Newberry, SC MicroSA
in.metropolitan_and_micropolitan_statistical_area	Newport, OR MicroSA
in.metropolitan_and_micropolitan_statistical_area	Newport, TN MicroSA
in.metropolitan_and_micropolitan_statistical_area	Newton, IA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Niles-Benton Harbor, MI MSA
in.metropolitan_and_micropolitan_statistical_area	Nogales, AZ MicroSA
in.metropolitan_and_micropolitan_statistical_area	None
in.metropolitan_and_micropolitan_statistical_area	Norfolk, NE MicroSA
in.metropolitan_and_micropolitan_statistical_area	North Platte, NE MicroSA
in.metropolitan_and_micropolitan_statistical_area	North Port-Sarasota-Bradenton, FL MSA
in.metropolitan_and_micropolitan_statistical_area	North Vernon, IN MicroSA
in.metropolitan_and_micropolitan_statistical_area	North Wilkesboro, NC MicroSA
in.metropolitan_and_micropolitan_statistical_area	Norwalk, OH MicroSA
in.metropolitan_and_micropolitan_statistical_area	Norwich-New London, CT MSA
in.metropolitan_and_micropolitan_statistical_area	Oak Harbor, WA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Ocala, FL MSA
in.metropolitan_and_micropolitan_statistical_area	Ocean City, NJ MSA
in.metropolitan_and_micropolitan_statistical_area	Odessa, TX MSA
in.metropolitan_and_micropolitan_statistical_area	Ogden-Clearfield, UT MSA
in.metropolitan_and_micropolitan_statistical_area	Ogdensburg-Massena, NY MicroSA
in.metropolitan_and_micropolitan_statistical_area	Oil City, PA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Okeechobee, FL MicroSA
in.metropolitan_and_micropolitan_statistical_area	Oklahoma City, OK MSA
in.metropolitan_and_micropolitan_statistical_area	Olean, NY MicroSA
in.metropolitan_and_micropolitan_statistical_area	Olympia-Tumwater, WA MSA
in.metropolitan_and_micropolitan_statistical_area	Omaha-Council Bluffs, NE-IA MSA
in.metropolitan_and_micropolitan_statistical_area	Oneonta, NY MicroSA
in.metropolitan_and_micropolitan_statistical_area	Ontario, OR-ID MicroSA
in.metropolitan_and_micropolitan_statistical_area	Opelousas, LA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Orangeburg, SC MicroSA
in.metropolitan_and_micropolitan_statistical_area	Orlando-Kissimmee-Sanford, FL MSA
in.metropolitan_and_micropolitan_statistical_area	Oshkosh-Neenah, WI MSA
in.metropolitan_and_micropolitan_statistical_area	Oskaloosa, IA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Othello, WA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Ottawa, KS MicroSA
in.metropolitan_and_micropolitan_statistical_area	Ottawa-Peru, IL MicroSA
in.metropolitan_and_micropolitan_statistical_area	Ottumwa, IA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Owatonna, MN MicroSA
in.metropolitan_and_micropolitan_statistical_area	Owensboro, KY MSA
in.metropolitan_and_micropolitan_statistical_area	Owosso, MI MicroSA
in.metropolitan_and_micropolitan_statistical_area	Oxford, MS MicroSA
in.metropolitan_and_micropolitan_statistical_area	Oxford, NC MicroSA
in.metropolitan_and_micropolitan_statistical_area	Oxnard-Thousand Oaks-Ventura, CA MSA
in.metropolitan_and_micropolitan_statistical_area	Ozark, AL MicroSA
in.metropolitan_and_micropolitan_statistical_area	Paducah, KY-IL MicroSA
in.metropolitan_and_micropolitan_statistical_area	Pahrump, NV MicroSA
in.metropolitan_and_micropolitan_statistical_area	Palatka, FL MicroSA
in.metropolitan_and_micropolitan_statistical_area	Palestine, TX MicroSA
in.metropolitan_and_micropolitan_statistical_area	Palm Bay-Melbourne-Titusville, FL MSA
in.metropolitan_and_micropolitan_statistical_area	Pampa, TX MicroSA
in.metropolitan_and_micropolitan_statistical_area	Panama City, FL MSA
in.metropolitan_and_micropolitan_statistical_area	Paragould, AR MicroSA
in.metropolitan_and_micropolitan_statistical_area	Paris, TN MicroSA
in.metropolitan_and_micropolitan_statistical_area	Paris, TX MicroSA
in.metropolitan_and_micropolitan_statistical_area	Parkersburg-Vienna, WV MSA
in.metropolitan_and_micropolitan_statistical_area	Parsons, KS MicroSA
in.metropolitan_and_micropolitan_statistical_area	Payson, AZ MicroSA
in.metropolitan_and_micropolitan_statistical_area	Pensacola-Ferry Pass-Brent, FL MSA
in.metropolitan_and_micropolitan_statistical_area	Peoria, IL MSA
in.metropolitan_and_micropolitan_statistical_area	Peru, IN MicroSA
in.metropolitan_and_micropolitan_statistical_area	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA
in.metropolitan_and_micropolitan_statistical_area	Phoenix-Mesa-Scottsdale, AZ MSA
in.metropolitan_and_micropolitan_statistical_area	Picayune, MS MicroSA
in.metropolitan_and_micropolitan_statistical_area	Pierre, SD MicroSA
in.metropolitan_and_micropolitan_statistical_area	Pine Bluff, AR MSA
in.metropolitan_and_micropolitan_statistical_area	Pinehurst-Southern Pines, NC MicroSA
in.metropolitan_and_micropolitan_statistical_area	Pittsburg, KS MicroSA
in.metropolitan_and_micropolitan_statistical_area	Pittsburgh, PA MSA
in.metropolitan_and_micropolitan_statistical_area	Pittsfield, MA MSA
in.metropolitan_and_micropolitan_statistical_area	Plainview, TX MicroSA
in.metropolitan_and_micropolitan_statistical_area	Platteville, WI MicroSA
in.metropolitan_and_micropolitan_statistical_area	Plattsburgh, NY MicroSA
in.metropolitan_and_micropolitan_statistical_area	Plymouth, IN MicroSA
in.metropolitan_and_micropolitan_statistical_area	Pocatello, ID MSA
in.metropolitan_and_micropolitan_statistical_area	Point Pleasant, WV-OH MicroSA
in.metropolitan_and_micropolitan_statistical_area	Ponca City, OK MicroSA
in.metropolitan_and_micropolitan_statistical_area	Pontiac, IL MicroSA
in.metropolitan_and_micropolitan_statistical_area	Poplar Bluff, MO MicroSA
in.metropolitan_and_micropolitan_statistical_area	Port Angeles, WA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Port Clinton, OH MicroSA
in.metropolitan_and_micropolitan_statistical_area	Port Lavaca, TX MicroSA
in.metropolitan_and_micropolitan_statistical_area	Port St. Lucie, FL MSA
in.metropolitan_and_micropolitan_statistical_area	Portales, NM MicroSA
in.metropolitan_and_micropolitan_statistical_area	Portland-South Portland, ME MSA
in.metropolitan_and_micropolitan_statistical_area	Portland-Vancouver-Hillsboro, OR-WA MSA
in.metropolitan_and_micropolitan_statistical_area	Portsmouth, OH MicroSA
in.metropolitan_and_micropolitan_statistical_area	Pottsville, PA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Prescott, AZ MSA
in.metropolitan_and_micropolitan_statistical_area	Price, UT MicroSA
in.metropolitan_and_micropolitan_statistical_area	Prineville, OR MicroSA
in.metropolitan_and_micropolitan_statistical_area	Providence-Warwick, RI-MA MSA
in.metropolitan_and_micropolitan_statistical_area	Provo-Orem, UT MSA
in.metropolitan_and_micropolitan_statistical_area	Pueblo, CO MSA
in.metropolitan_and_micropolitan_statistical_area	Pullman, WA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Punta Gorda, FL MSA
in.metropolitan_and_micropolitan_statistical_area	Quincy, IL-MO MicroSA
in.metropolitan_and_micropolitan_statistical_area	Racine, WI MSA
in.metropolitan_and_micropolitan_statistical_area	Raleigh, NC MSA
in.metropolitan_and_micropolitan_statistical_area	Rapid City, SD MSA
in.metropolitan_and_micropolitan_statistical_area	Reading, PA MSA
in.metropolitan_and_micropolitan_statistical_area	Red Bluff, CA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Red Wing, MN MicroSA
in.metropolitan_and_micropolitan_statistical_area	Redding, CA MSA
in.metropolitan_and_micropolitan_statistical_area	Reno, NV MSA
in.metropolitan_and_micropolitan_statistical_area	Rexburg, ID MicroSA
in.metropolitan_and_micropolitan_statistical_area	Richmond, IN MicroSA
in.metropolitan_and_micropolitan_statistical_area	Richmond, VA MSA
in.metropolitan_and_micropolitan_statistical_area	Richmond-Berea, KY MicroSA
in.metropolitan_and_micropolitan_statistical_area	Rio Grande City, TX MicroSA
in.metropolitan_and_micropolitan_statistical_area	Riverside-San Bernardino-Ontario, CA MSA
in.metropolitan_and_micropolitan_statistical_area	Riverton, WY MicroSA
in.metropolitan_and_micropolitan_statistical_area	Roanoke Rapids, NC MicroSA
in.metropolitan_and_micropolitan_statistical_area	Roanoke, VA MSA
in.metropolitan_and_micropolitan_statistical_area	Rochelle, IL MicroSA
in.metropolitan_and_micropolitan_statistical_area	Rochester, MN MSA
in.metropolitan_and_micropolitan_statistical_area	Rochester, NY MSA
in.metropolitan_and_micropolitan_statistical_area	Rock Springs, WY MicroSA
in.metropolitan_and_micropolitan_statistical_area	Rockford, IL MSA
in.metropolitan_and_micropolitan_statistical_area	Rockingham, NC MicroSA
in.metropolitan_and_micropolitan_statistical_area	Rocky Mount, NC MSA
in.metropolitan_and_micropolitan_statistical_area	Rolla, MO MicroSA
in.metropolitan_and_micropolitan_statistical_area	Rome, GA MSA
in.metropolitan_and_micropolitan_statistical_area	Roseburg, OR MicroSA
in.metropolitan_and_micropolitan_statistical_area	Roswell, NM MicroSA
in.metropolitan_and_micropolitan_statistical_area	Russellville, AR MicroSA
in.metropolitan_and_micropolitan_statistical_area	Ruston, LA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Rutland, VT MicroSA
in.metropolitan_and_micropolitan_statistical_area	Sacramento--Roseville--Arden-Arcade, CA MSA
in.metropolitan_and_micropolitan_statistical_area	Safford, AZ MicroSA
in.metropolitan_and_micropolitan_statistical_area	Saginaw, MI MSA
in.metropolitan_and_micropolitan_statistical_area	Salem, OH MicroSA
in.metropolitan_and_micropolitan_statistical_area	Salem, OR MSA
in.metropolitan_and_micropolitan_statistical_area	Salina, KS MicroSA
in.metropolitan_and_micropolitan_statistical_area	Salinas, CA MSA
in.metropolitan_and_micropolitan_statistical_area	Salisbury, MD-DE MSA
in.metropolitan_and_micropolitan_statistical_area	Salt Lake City, UT MSA
in.metropolitan_and_micropolitan_statistical_area	San Angelo, TX MSA
in.metropolitan_and_micropolitan_statistical_area	San Antonio-New Braunfels, TX MSA
in.metropolitan_and_micropolitan_statistical_area	San Diego-Carlsbad, CA MSA
in.metropolitan_and_micropolitan_statistical_area	San Francisco-Oakland-Hayward, CA MSA
in.metropolitan_and_micropolitan_statistical_area	San Jose-Sunnyvale-Santa Clara, CA MSA
in.metropolitan_and_micropolitan_statistical_area	San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA
in.metropolitan_and_micropolitan_statistical_area	Sandpoint, ID MicroSA
in.metropolitan_and_micropolitan_statistical_area	Sandusky, OH MicroSA
in.metropolitan_and_micropolitan_statistical_area	Sanford, NC MicroSA
in.metropolitan_and_micropolitan_statistical_area	Santa Cruz-Watsonville, CA MSA
in.metropolitan_and_micropolitan_statistical_area	Santa Fe, NM MSA
in.metropolitan_and_micropolitan_statistical_area	Santa Maria-Santa Barbara, CA MSA
in.metropolitan_and_micropolitan_statistical_area	Santa Rosa, CA MSA
in.metropolitan_and_micropolitan_statistical_area	Sault Ste. Marie, MI MicroSA
in.metropolitan_and_micropolitan_statistical_area	Savannah, GA MSA
in.metropolitan_and_micropolitan_statistical_area	Sayre, PA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Scottsbluff, NE MicroSA
in.metropolitan_and_micropolitan_statistical_area	Scottsboro, AL MicroSA
in.metropolitan_and_micropolitan_statistical_area	Scranton--Wilkes-Barre--Hazleton, PA MSA
in.metropolitan_and_micropolitan_statistical_area	Searcy, AR MicroSA
in.metropolitan_and_micropolitan_statistical_area	Seattle-Tacoma-Bellevue, WA MSA
in.metropolitan_and_micropolitan_statistical_area	Sebastian-Vero Beach, FL MSA
in.metropolitan_and_micropolitan_statistical_area	Sebring, FL MSA
in.metropolitan_and_micropolitan_statistical_area	Sedalia, MO MicroSA
in.metropolitan_and_micropolitan_statistical_area	Selinsgrove, PA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Selma, AL MicroSA
in.metropolitan_and_micropolitan_statistical_area	Seneca Falls, NY MicroSA
in.metropolitan_and_micropolitan_statistical_area	Seneca, SC MicroSA
in.metropolitan_and_micropolitan_statistical_area	Sevierville, TN MicroSA
in.metropolitan_and_micropolitan_statistical_area	Seymour, IN MicroSA
in.metropolitan_and_micropolitan_statistical_area	Shawano, WI MicroSA
in.metropolitan_and_micropolitan_statistical_area	Shawnee, OK MicroSA
in.metropolitan_and_micropolitan_statistical_area	Sheboygan, WI MSA
in.metropolitan_and_micropolitan_statistical_area	Shelby, NC MicroSA
in.metropolitan_and_micropolitan_statistical_area	Shelbyville, TN MicroSA
in.metropolitan_and_micropolitan_statistical_area	Shelton, WA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Sheridan, WY MicroSA
in.metropolitan_and_micropolitan_statistical_area	Sherman-Denison, TX MSA
in.metropolitan_and_micropolitan_statistical_area	Show Low, AZ MicroSA
in.metropolitan_and_micropolitan_statistical_area	Shreveport-Bossier City, LA MSA
in.metropolitan_and_micropolitan_statistical_area	Sidney, OH MicroSA
in.metropolitan_and_micropolitan_statistical_area	Sierra Vista-Douglas, AZ MSA
in.metropolitan_and_micropolitan_statistical_area	Sikeston, MO MicroSA
in.metropolitan_and_micropolitan_statistical_area	Silver City, NM MicroSA
in.metropolitan_and_micropolitan_statistical_area	Sioux City, IA-NE-SD MSA
in.metropolitan_and_micropolitan_statistical_area	Sioux Falls, SD MSA
in.metropolitan_and_micropolitan_statistical_area	Snyder, TX MicroSA
in.metropolitan_and_micropolitan_statistical_area	Somerset, KY MicroSA
in.metropolitan_and_micropolitan_statistical_area	Somerset, PA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Sonora, CA MicroSA
in.metropolitan_and_micropolitan_statistical_area	South Bend-Mishawaka, IN-MI MSA
in.metropolitan_and_micropolitan_statistical_area	Spartanburg, SC MSA
in.metropolitan_and_micropolitan_statistical_area	Spearfish, SD MicroSA
in.metropolitan_and_micropolitan_statistical_area	Spencer, IA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Spirit Lake, IA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Spokane-Spokane Valley, WA MSA
in.metropolitan_and_micropolitan_statistical_area	Springfield, IL MSA
in.metropolitan_and_micropolitan_statistical_area	Springfield, MA MSA
in.metropolitan_and_micropolitan_statistical_area	Springfield, MO MSA
in.metropolitan_and_micropolitan_statistical_area	Springfield, OH MSA
in.metropolitan_and_micropolitan_statistical_area	St. Cloud, MN MSA
in.metropolitan_and_micropolitan_statistical_area	St. George, UT MSA
in.metropolitan_and_micropolitan_statistical_area	St. Joseph, MO-KS MSA
in.metropolitan_and_micropolitan_statistical_area	St. Louis, MO-IL MSA
in.metropolitan_and_micropolitan_statistical_area	St. Marys, GA MicroSA
in.metropolitan_and_micropolitan_statistical_area	Starkville, MS MicroSA
