Column Type,Import From Raw,Publish In Full,Annual Name,Annual Units,Published Annual Name,Published Annual Name Sightglass,Published Annual Unit,ResStock To Published Annual Unit Conversion Factor,Timeseries Name,Timeseries Units,Published Timeseries Name,Published Timeseries Name Sightglass,Published Timeseries Unit,ResStock To Published Timeseries Unit Conversion Factor,Notes
Output,yes,yes,report_simulation_output.load_hot_water_delivered_m_btu,MBtu,out.load.hot_water.energy_delivered..kbtu,out.load.hot_water.energy_delivered.kbtu,kbtu,1000,Load: Hot Water: Delivered,kBtu,out.load.hot_water.energy_delivered.kbtu,out.load.hot_water.energy_delivered.kbtu,kBtu,1,Includes contributions by desuperheaters or solar thermal systems.
Output,yes,yes,report_simulation_output.load_hot_water_solar_thermal_m_btu,MBtu,out.load.hot_water.energy_solar_thermal..kbtu,out.load.hot_water.energy_solar_thermal.kbtu,kbtu,1000,Load: Hot Water: Solar Thermal,kBtu,out.load.hot_water.energy_solar_thermal.kbtu,out.load.hot_water.energy_solar_thermal.kbtu,kBtu,1,Water heater solar thermal energy.
Output,yes,yes,report_simulation_output.load_hot_water_tank_losses_m_btu,MBtu,out.load.hot_water.energy_tank_losses..kbtu,out.load.hot_water.energy_tank_losses.kbtu,kbtu,1000,Load: Hot Water: Tank Losses,kBtu,out.load.hot_water.energy_tank_losses.kbtu,out.load.hot_water.energy_tank_losses.kbtu,kBtu,1,Water heater tank losses energy.
Output,yes,yes,report_simulation_output.peak_load_cooling_delivered_k_btu_hr,kBtu/hr,out.load.cooling.peak..kbtu_per_hr,out.load.cooling.peak.kbtu_hr,kbtu_hr,1,,,,,,,Includes HVAC distribution losses.
Output,yes,yes,report_simulation_output.peak_load_heating_delivered_k_btu_hr,kBtu/hr,out.load.heating.peak..kbtu_per_hr,out.load.heating.peak.kbtu_hr,kbtu_hr,1,,,,,,,Includes HVAC distribution losses.
Output,yes,yes,report_simulation_output.peak_electricity_summer_total_w,W,out.qoi.electricity.maximum_daily_peak_summer..kw,out.electricity.summer.peak.kw,kw,0.001,,,,,,,Maximum value in Jun/Jul/Aug (or Dec/Jan/Feb in the southern hemisphere)
Output,yes,yes,report_simulation_output.peak_electricity_winter_total_w,W,out.qoi.electricity.maximum_daily_peak_winter..kw,out.electricity.winter.peak.kw,kw,0.001,,,,,,,Maximum value in Dec/Jan/Feb (or Jun/Jul/Aug in the southern hemisphere)
Output,yes,yes,report_simulation_output.unmet_hours_cooling_hr,hr,out.unmet_hours.cooling..hr,out.unmet_hours.cooling.hour,hr,1,Unmet Hours: Cooling,hr,,,,,Number of hours where the cooling setpoint is not maintained.
Output,yes,yes,report_simulation_output.unmet_hours_ev_driving_hr,hr,out.unmet_hours.ev_driving..hr,out.unmet_hours.ev_driving.hour,hr,1,,hr,,,,,Number of hours that an EV user cannot drive to due to insufficient charge in battery.
Output,yes,yes,report_simulation_output.unmet_hours_heating_hr,hr,out.unmet_hours.heating..hr,out.unmet_hours.heating.hour,hr,1,Unmet Hours: Heating,hr,,,,,Number of hours where the heating setpoint is not maintained.
Output,yes,yes,report_simulation_output.emissions_co_2_e_lrmer_mid_case_25_electricity_net_lb,lb,out.emissions.electricity.lrmer_mid_case_25..co2e_kg,out.electricity.total.lrmer_mid_case_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_MidCase_25: Electricity: Total,lb,out.total.lrmer_midcase_25__electricity.co2e_kg,out.total.lrmer_midcase_25__electricity.co2e_kg,kg,0.45359237,"Scenario total emissions for Electricity only, includes any battery charging/discharging"
Output,yes,no,report_simulation_output.emissions_co_2_e_lrmer_mid_case_25_fuel_oil_total_lb,lb,out.emissions.fuel_oil.lrmer_mid_case_25..co2e_kg,out.fuel_oil.total.lrmer_mid_case_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_MidCase_25: Fuel Oil: Total,lb,out.total.lrmer_midcase_25__fuel_oil.co2e_kg,out.total.lrmer_midcase_25__fuel_oil.co2e_kg,kg,0.45359237,Scenario emissions for Fuel Oil only
Output,yes,no,report_simulation_output.emissions_co_2_e_lrmer_mid_case_25_natural_gas_total_lb,lb,out.emissions.natural_gas.lrmer_mid_case_25..co2e_kg,out.natural_gas.total.lrmer_mid_case_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_MidCase_25: Natural Gas: Total,lb,out.total.lrmer_midcase_25__natural_gas.co2e_kg,out.total.lrmer_midcase_25__natural_gas.co2e_kg,kg,0.45359237,Scenario emissions for Natural Gas only
Output,yes,no,report_simulation_output.emissions_co_2_e_lrmer_mid_case_25_propane_total_lb,lb,out.emissions.propane.lrmer_mid_case_25..co2e_kg,out.propane.total.lrmer_mid_case_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_MidCase_25: Propane: Total,lb,out.total.lrmer_midcase_25__propane.co2e_kg,out.total.lrmer_midcase_25__propane.co2e_kg,kg,0.45359237,Scenario emissions for Propane only
Output,yes,yes,report_simulation_output.emissions_co_2_e_lrmer_mid_case_25_total_lb,lb,out.emissions.total.lrmer_mid_case_25..co2e_kg,out.all_fuels.total.lrmer_mid_case_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_MidCase_25: Total,lb,out.total.lrmer_midcase_25.co2e_kg,out.total.lrmer_midcase_25.co2e_kg,kg,0.45359237,"Scenario total emissions, includes any battery charging/discharging"
Output,yes,yes,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_electricity_net_lb,lb,out.emissions.electricity.lrmer_mid_case_15..co2e_kg,out.electricity.total.lrmer_mid_case_15.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_MidCase_15: Electricity: Total,lb,out.total.lrmer_midcase_15__electricity.co2e_kg,out.total.lrmer_midcase_15__electricity.co2e_kg,kg,0.45359237,"Scenario total emissions for Electricity only, includes any battery charging/discharging"
Output,yes,no,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_fuel_oil_total_lb,lb,out.emissions.fuel_oil.lrmer_mid_case_15..co2e_kg,out.fuel_oil.total.lrmer_mid_case_15.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_MidCase_15: Fuel Oil: Total,lb,out.total.lrmer_midcase_15__fuel_oil.co2e_kg,out.total.lrmer_midcase_15__fuel_oil.co2e_kg,kg,0.45359237,Scenario emissions for Fuel Oil only
Output,yes,no,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_natural_gas_total_lb,lb,out.emissions.natural_gas.lrmer_mid_case_15..co2e_kg,out.natural_gas.total.lrmer_mid_case_15.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Total,lb,out.total.lrmer_midcase_15__natural_gas.co2e_kg,out.total.lrmer_midcase_15__natural_gas.co2e_kg,kg,0.45359237,Scenario emissions for Natural Gas only
Output,yes,no,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_propane_total_lb,lb,out.emissions.propane.lrmer_mid_case_15..co2e_kg,out.propane.total.lrmer_mid_case_15.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_MidCase_15: Propane: Total,lb,out.total.lrmer_midcase_15__propane.co2e_kg,out.total.lrmer_midcase_15__propane.co2e_kg,kg,0.45359237,Scenario emissions for Propane only
Output,yes,yes,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_total_lb,lb,out.emissions.total.lrmer_mid_case_15..co2e_kg,out.all_fuels.total.lrmer_mid_case_15.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_MidCase_15: Total,lb,out.total.lrmer_midcase_15.co2e_kg,out.total.lrmer_midcase_15.co2e_kg,kg,0.45359237,"Scenario total emissions, includes any battery charging/discharging"
Output,yes,yes,report_simulation_output.emissions_co_2_e_lrmer_high_re_cost_25_electricity_net_lb,lb,out.emissions.electricity.lrmer_high_re_cost_25..co2e_kg,out.electricity.total.lrmer_high_re_cost_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_HighRECost_25: Electricity: Total,lb,out.total.LRMER_HighRECost_25__electricity.co2e_kg,out.total.LRMER_HighRECost_25__electricity.co2e_kg,kg,0.45359237,"Scenario total emissions for Electricity only, includes any battery charging/discharging"
Output,yes,no,report_simulation_output.emissions_co_2_e_lrmer_high_re_cost_25_fuel_oil_total_lb,lb,out.emissions.fuel_oil.lrmer_high_re_cost_25..co2e_kg,out.fuel_oil.total.lrmer_high_re_cost_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_HighRECost_25: Fuel Oil: Total,lb,out.total.LRMER_HighRECost_25__fuel_oil.co2e_kg,out.total.LRMER_HighRECost_25__fuel_oil.co2e_kg,kg,0.45359237,Scenario emissions for Fuel Oil only
Output,yes,no,report_simulation_output.emissions_co_2_e_lrmer_high_re_cost_25_natural_gas_total_lb,lb,out.emissions.natural_gas.lrmer_high_re_cost_25..co2e_kg,out.natural_gas.total.lrmer_high_re_cost_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_HighRECost_25: Natural Gas: Total,lb,out.total.LRMER_HighRECost_25__natural_gas.co2e_kg,out.total.LRMER_HighRECost_25__natural_gas.co2e_kg,kg,0.45359237,Scenario emissions for Natural Gas only
Output,yes,no,report_simulation_output.emissions_co_2_e_lrmer_high_re_cost_25_propane_total_lb,lb,out.emissions.propane.lrmer_high_re_cost_25..co2e_kg,out.propane.total.lrmer_high_re_cost_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_HighRECost_25: Propane: Total,lb,out.total.LRMER_HighRECost_25__propane.co2e_kg,out.total.LRMER_HighRECost_25__propane.co2e_kg,kg,0.45359237,Scenario emissions for Propane only
Output,yes,yes,report_simulation_output.emissions_co_2_e_lrmer_high_re_cost_25_total_lb,lb,out.emissions.total.lrmer_high_re_cost_25..co2e_kg,out.all_fuels.total.lrmer_high_re_cost_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_HighRECost_25: Total,lb,out.total.LRMER_HighRECost_25.co2e_kg,out.total.LRMER_HighRECost_25.co2e_kg,kg,0.45359237,"Scenario total emissions, includes any battery charging/discharging"
Output,yes,yes,report_simulation_output.emissions_co_2_e_lrmer_high_re_cost_15_electricity_net_lb,lb,out.emissions.electricity.lrmer_high_re_cost_15..co2e_kg,out.electricity.total.lrmer_high_re_cost_15.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_HighRECost_15: Electricity: Total,lb,out.total.lrmer_highrecost_15__electricity.co2e_kg,out.total.lrmer_highrecost_15__electricity.co2e_kg,kg,0.45359237,"Scenario total emissions for Electricity only, includes any battery charging/discharging"
Output,yes,no,report_simulation_output.emissions_co_2_e_lrmer_high_re_cost_15_fuel_oil_total_lb,lb,out.emissions.fuel_oil.lrmer_high_re_cost_15..co2e_kg,out.fuel_oil.total.lrmer_high_re_cost_15.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_HighRECost_15: Fuel Oil: Total,lb,out.total.lrmer_highrecost_15__fuel_oil.co2e_kg,out.total.lrmer_highrecost_15__fuel_oil.co2e_kg,kg,0.45359237,Scenario emissions for Fuel Oil only
Output,yes,no,report_simulation_output.emissions_co_2_e_lrmer_high_re_cost_15_natural_gas_total_lb,lb,out.emissions.natural_gas.lrmer_high_re_cost_15..co2e_kg,out.natural_gas.total.lrmer_high_re_cost_15.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_HighRECost_15: Natural Gas: Total,lb,out.total.lrmer_highrecost_15__natural_gas.co2e_kg,out.total.lrmer_highrecost_15__natural_gas.co2e_kg,kg,0.45359237,Scenario emissions for Natural Gas only
Output,yes,no,report_simulation_output.emissions_co_2_e_lrmer_high_re_cost_15_propane_total_lb,lb,out.emissions.propane.lrmer_high_re_cost_15..co2e_kg,out.propane.total.lrmer_high_re_cost_15.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_HighRECost_15: Propane: Total,lb,out.total.lrmer_highrecost_15__propane.co2e_kg,out.total.lrmer_highrecost_15__propane.co2e_kg,kg,0.45359237,Scenario emissions for Propane only
Output,yes,yes,report_simulation_output.emissions_co_2_e_lrmer_high_re_cost_15_total_lb,lb,out.emissions.total.lrmer_high_re_cost_15..co2e_kg,out.all_fuels.total.lrmer_high_re_cost_15.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_HighRECost_15: Total,lb,out.total.lrmer_highrecost_15.co2e_kg,out.total.lrmer_highrecost_15.co2e_kg,kg,0.45359237,"Scenario total emissions, includes any battery charging/discharging"
Output,yes,yes,report_simulation_output.emissions_co_2_e_lrmer_low_re_cost_25_electricity_net_lb,lb,out.emissions.electricity.lrmer_low_re_cost_25..co2e_kg,out.electricity.total.lrmer_low_re_cost_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_LowRECost_25: Electricity: Total,lb,out.total.lrmer_lowrecost_25__electricity.co2e_kg,out.total.lrmer_lowrecost_25__electricity.co2e_kg,kg,0.45359237,"Scenario total emissions for Electricity only, includes any battery charging/discharging"
Output,yes,no,report_simulation_output.emissions_co_2_e_lrmer_low_re_cost_25_fuel_oil_total_lb,lb,out.emissions.fuel_oil.lrmer_low_re_cost_25..co2e_kg,out.fuel_oil.total.lrmer_low_re_cost_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_LowRECost_25: Fuel Oil: Total,lb,out.total.lrmer_lowrecost_25__fuel_oil.co2e_kg,out.total.lrmer_lowrecost_25__fuel_oil.co2e_kg,kg,0.45359237,Scenario emissions for Fuel Oil only
Output,yes,no,report_simulation_output.emissions_co_2_e_lrmer_low_re_cost_25_natural_gas_total_lb,lb,out.emissions.natural_gas.lrmer_low_re_cost_25..co2e_kg,out.natural_gas.total.lrmer_low_re_cost_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_LowRECost_25: Natural Gas: Total,lb,out.total.lrmer_lowrecost_25__natural_gas.co2e_kg,out.total.lrmer_lowrecost_25__natural_gas.co2e_kg,kg,0.45359237,Scenario emissions for Natural Gas only
Output,yes,no,report_simulation_output.emissions_co_2_e_lrmer_low_re_cost_25_propane_total_lb,lb,out.emissions.propane.lrmer_low_re_cost_25..co2e_kg,out.propane.total.lrmer_low_re_cost_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_LowRECost_25: Propane: Total,lb,out.total.lrmer_lowrecost_25__propane.co2e_kg,out.total.lrmer_lowrecost_25__propane.co2e_kg,kg,0.45359237,Scenario emissions for Propane only
Output,yes,yes,report_simulation_output.emissions_co_2_e_lrmer_low_re_cost_25_total_lb,lb,out.emissions.total.lrmer_low_re_cost_25..co2e_kg,out.all_fuels.total.lrmer_low_re_cost_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_LowRECost_25: Total,lb,out.total.lrmer_lowrecost_25.co2e_kg,out.total.lrmer_lowrecost_25.co2e_kg,kg,0.45359237,"Scenario total emissions, includes any battery charging/discharging"
Output,yes,yes,report_simulation_output.emissions_co_2_e_lrmer_low_re_cost_15_electricity_net_lb,lb,out.emissions.electricity.lrmer_low_re_cost_15..co2e_kg,out.electricity.total.lrmer_low_re_cost_15.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_LowRECost_15: Electricity: Total,lb,out.total.lrmer_lowrecost_15__electricity.co2e_kg,out.total.lrmer_lowrecost_15__electricity.co2e_kg,kg,0.45359237,"Scenario total emissions for Electricity only, includes any battery charging/discharging"
Output,yes,no,report_simulation_output.emissions_co_2_e_lrmer_low_re_cost_15_fuel_oil_total_lb,lb,out.emissions.fuel_oil.lrmer_low_re_cost_15..co2e_kg,out.fuel_oil.total.lrmer_low_re_cost_15.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_LowRECost_15: Fuel Oil: Total,lb,out.total.lrmer_lowrecost_15__fuel_oil.co2e_kg,out.total.lrmer_lowrecost_15__fuel_oil.co2e_kg,kg,0.45359237,Scenario emissions for Fuel Oil only
Output,yes,no,report_simulation_output.emissions_co_2_e_lrmer_low_re_cost_15_natural_gas_total_lb,lb,out.emissions.natural_gas.lrmer_low_re_cost_15..co2e_kg,out.natural_gas.total.lrmer_low_re_cost_15.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_LowRECost_15: Natural Gas: Total,lb,out.total.lrmer_lowrecost_15__natural_gas.co2e_kg,out.total.lrmer_lowrecost_15__natural_gas.co2e_kg,kg,0.45359237,Scenario emissions for Natural Gas only
Output,yes,no,report_simulation_output.emissions_co_2_e_lrmer_low_re_cost_15_propane_total_lb,lb,out.emissions.propane.lrmer_low_re_cost_15..co2e_kg,out.propane.total.lrmer_low_re_cost_15.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_LowRECost_15: Propane: Total,lb,out.total.lrmer_lowrecost_15__propane.co2e_kg,out.total.lrmer_lowrecost_15__propane.co2e_kg,kg,0.45359237,Scenario emissions for Propane only
Output,yes,yes,report_simulation_output.emissions_co_2_e_lrmer_low_re_cost_15_total_lb,lb,out.emissions.total.lrmer_low_re_cost_15..co2e_kg,out.all_fuels.total.lrmer_low_re_cost_15.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_LowRECost_15: Total,lb,out.total.lrmer_lowrecost_15.co2e_kg,out.total.lrmer_lowrecost_15.co2e_kg,kg,0.45359237,"Scenario total emissions, includes any battery charging/discharging"
Output,yes,yes,report_simulation_output.emissions_co_2_e_lrmer_low_re_cost_high_ng_price_25_electricity_net_lb,lb,out.emissions.electricity.lrmer_low_re_cost_high_ng_price_25..co2e_kg,out.electricity.total.lrmer_low_re_cost_high_ng_price_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_LowRECostHighNGPrice_25: Electricity: Total,lb,out.total.lrmer_lowrecosthighngprice_25__electricity.co2e_kg,out.total.lrmer_lowrecosthighngprice_25__electricity.co2e_kg,kg,0.45359237,"Scenario total emissions for Electricity only, includes any battery charging/discharging"
Output,yes,no,report_simulation_output.emissions_co_2_e_lrmer_low_re_cost_high_ng_price_25_fuel_oil_total_lb,lb,out.emissions.fuel_oil.lrmer_low_re_cost_high_ng_price_25..co2e_kg,out.fuel_oil.total.lrmer_low_re_cost_high_ng_price_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_LowRECostHighNGPrice_25: Fuel Oil: Total,lb,out.total.lrmer_lowrecosthighngprice_25__fuel_oil.co2e_kg,out.total.lrmer_lowrecosthighngprice_25__fuel_oil.co2e_kg,kg,0.45359237,Scenario emissions for Fuel Oil only
Output,yes,no,report_simulation_output.emissions_co_2_e_lrmer_low_re_cost_high_ng_price_25_natural_gas_total_lb,lb,out.emissions.natural_gas.lrmer_low_re_cost_high_ng_price_25..co2e_kg,out.natural_gas.total.lrmer_low_re_cost_high_ng_price_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_LowRECostHighNGPrice_25: Natural Gas: Total,lb,out.total.lrmer_lowrecosthighngprice_25__natural_gas.co2e_kg,out.total.lrmer_lowrecosthighngprice_25__natural_gas.co2e_kg,kg,0.45359237,Scenario emissions for Natural Gas only
