Column Type,Import From Raw,Publish In Full,Annual Name,Annual Units,Published Annual Name,Published Annual Name Sightglass,Published Annual Unit,ResStock To Published Annual Unit Conversion Factor,Timeseries Name,Timeseries Units,Published Timeseries Name,Published Timeseries Name Sightglass,Published Timeseries Unit,ResStock To Published Timeseries Unit Conversion Factor,Notes
Calculated,yes,yes,,,out.load.heating.peak_savings..kbtu_per_hr,out.load.heating.peak.kbtu_hr.savings,kbtu_hr,,,,,,,,
Calculated,yes,yes,,,out.qoi.electricity.maximum_daily_peak_savings_summer..kw,out.electricity.summer.peak.kw.savings,kw,,,,,,,,
Calculated,yes,yes,,,out.qoi.electricity.maximum_daily_peak_savings_winter..kw,out.electricity.winter.peak.kw.savings,kw,,,,,,,,
Calculated,yes,yes,,,out.unmet_hours_reduction.cooling..hr,out.unmet_hours.cooling.hour.savings,hour,,,,,,,,
Calculated,yes,yes,,,out.unmet_hours_reduction.heating..hr,out.unmet_hours.heating.hour.savings,hour,,,,,,,,
Calculated,yes,yes,,,out.emissions.fuel_oil.total..co2e_kg,,,,,,,,,,
Calculated,yes,yes,,,out.emissions.natural_gas.total..co2e_kg,,,,,,,,,,
Calculated,yes,yes,,,out.emissions.propane.total..co2e_kg,,,,,,,,,,
Calculated,yes,yes,,,out.emissions_reduction.fuel_oil.total..co2e_kg,,,,,,,,,,
Calculated,yes,yes,,,out.emissions_reduction.natural_gas.total..co2e_kg,,,,,,,,,,
Calculated,yes,yes,,,out.emissions_reduction.propane.total..co2e_kg,,,,,,,,,,
Calculated,yes,yes,,,out.emissions_reduction.electricity.lrmer_mid_case_25..co2e_kg,out.electricity.total.lrmer_mid_case_25.co2e_kg.savings,kg,,,,out.total.lrmer_midcase_25__electricity.co2e_kg.savings,out.total.lrmer_midcase_25__electricity.co2e_kg.savings,kg,,
Calculated,yes,yes,,,out.emissions_reduction.total.lrmer_mid_case_25..co2e_kg,out.all_fuels.total.lrmer_mid_case_25.co2e_kg.savings,kg,,,,out.total.lrmer_midcase_25.co2e_kg.savings,out.total.lrmer_midcase_25.co2e_kg.savings,kg,,
Calculated,yes,yes,,,out.emissions_reduction.electricity.lrmer_mid_case_15..co2e_kg,out.electricity.total.lrmer_mid_case_15.co2e_kg.savings,kg,,,,out.total.lrmer_midcase_15__electricity.co2e_kg.savings,out.total.lrmer_midcase_15__electricity.co2e_kg.savings,kg,,
Calculated,yes,yes,,,out.emissions_reduction.total.lrmer_mid_case_15..co2e_kg,out.all_fuels.total.lrmer_mid_case_15.co2e_kg.savings,kg,,,,out.total.lrmer_midcase_15.co2e_kg.savings,out.total.lrmer_midcase_15.co2e_kg.savings,kg,,
Calculated,yes,yes,,,out.emissions_reduction.electricity.lrmer_high_re_cost_25..co2e_kg,out.electricity.total.lrmer_high_re_cost_25.co2e_kg.savings,kg,,,,out.total.LRMER_HighRECost_25__electricity.co2e_kg.savings,out.total.LRMER_HighRECost_25__electricity.co2e_kg.savings,kg,,
Calculated,yes,yes,,,out.emissions_reduction.total.lrmer_high_re_cost_25..co2e_kg,out.all_fuels.total.lrmer_high_re_cost_25.co2e_kg.savings,kg,,,,out.total.LRMER_HighRECost_25.co2e_kg.savings,out.total.LRMER_HighRECost_25.co2e_kg.savings,kg,,
Calculated,yes,yes,,,out.emissions_reduction.electricity.lrmer_high_re_cost_15..co2e_kg,out.electricity.total.lrmer_high_re_cost_15.co2e_kg.savings,kg,,,,out.total.lrmer_highrecost_15__electricity.co2e_kg.savings,out.total.lrmer_highrecost_15__electricity.co2e_kg.savings,kg,,
Calculated,yes,yes,,,out.emissions_reduction.total.lrmer_high_re_cost_15..co2e_kg,out.all_fuels.total.lrmer_high_re_cost_15.co2e_kg.savings,kg,,,,out.total.lrmer_highrecost_15.co2e_kg.savings,out.total.lrmer_highrecost_15.co2e_kg.savings,kg,,
Calculated,yes,yes,,,out.emissions_reduction.electricity.lrmer_low_re_cost_25..co2e_kg,out.electricity.total.lrmer_low_re_cost_25.co2e_kg.savings,kg,,,,out.total.lrmer_lowrecost_25__electricity.co2e_kg.savings,out.total.lrmer_lowrecost_25__electricity.co2e_kg.savings,kg,,
Calculated,yes,yes,,,out.emissions_reduction.total.lrmer_low_re_cost_25..co2e_kg,out.all_fuels.total.lrmer_low_re_cost_25.co2e_kg.savings,kg,,,,out.total.lrmer_lowrecost_25.co2e_kg.savings,out.total.lrmer_lowrecost_25.co2e_kg.savings,kg,,
Calculated,yes,yes,,,out.emissions_reduction.electricity.lrmer_low_re_cost_15..co2e_kg,out.electricity.total.lrmer_low_re_cost_15.co2e_kg.savings,kg,,,,out.total.lrmer_lowrecost_15__electricity.co2e_kg.savings,out.total.lrmer_lowrecost_15__electricity.co2e_kg.savings,kg,,
Calculated,yes,yes,,,out.emissions_reduction.total.lrmer_low_re_cost_15..co2e_kg,out.all_fuels.total.lrmer_low_re_cost_15.co2e_kg.savings,kg,,,,out.total.lrmer_lowrecost_15.co2e_kg.savings,out.total.lrmer_lowrecost_15.co2e_kg.savings,kg,,
Calculated,yes,yes,,,out.emissions_reduction.electricity.lrmer_low_re_cost_high_ng_price_25..co2e_kg,out.electricity.total.lrmer_low_re_cost_high_ng_price_25.co2e_kg.savings,kg,,,,out.total.lrmer_lowrecosthighngprice_25__electricity.co2e_kg.savings,out.total.lrmer_lowrecosthighngprice_25__electricity.co2e_kg.savings,kg,,
Calculated,yes,yes,,,out.emissions_reduction.total.lrmer_low_re_cost_high_ng_price_25..co2e_kg,out.all_fuels.total.lrmer_low_re_cost_high_ng_price_25.co2e_kg.savings,kg,,,,out.total.lrmer_lowrecosthighngprice_25.co2e_kg.savings,out.total.lrmer_lowrecosthighngprice_25.co2e_kg.savings,kg,,
Calculated,yes,yes,,,out.emissions_reduction.electricity.lrmer_low_re_cost_high_ng_price_15..co2e_kg,out.electricity.total.lrmer_low_re_cost_high_ng_price_15.co2e_kg.savings,kg,,,,out.total.lrmer_lowrecosthighngprice_15__electricity.co2e_kg.savings,out.total.lrmer_lowrecosthighngprice_15__electricity.co2e_kg.savings,kg,,
Calculated,yes,yes,,,out.emissions_reduction.total.lrmer_low_re_cost_high_ng_price_15..co2e_kg,out.all_fuels.total.lrmer_low_re_cost_high_ng_price_15.co2e_kg.savings,kg,,,,out.total.lrmer_lowrecosthighngprice_15.co2e_kg.savings,out.total.lrmer_lowrecosthighngprice_15.co2e_kg.savings,kg,,
Calculated,yes,yes,,,out.emissions_reduction.electricity.lrmer_high_re_cost_low_ng_price_25..co2e_kg,out.electricity.total.lrmer_high_re_cost_low_ng_price_25.co2e_kg.savings,kg,,,,out.total.lrmer_highrecostlowngprice_25__electricity.co2e_kg.savings,out.total.lrmer_highrecostlowngprice_25__electricity.co2e_kg.savings,kg,,
Calculated,yes,yes,,,out.emissions_reduction.total.lrmer_high_re_cost_low_ng_price_25..co2e_kg,out.all_fuels.total.lrmer_high_re_cost_low_ng_price_25.co2e_kg.savings,kg,,,,out.total.lrmer_highrecostlowngprice_25.co2e_kg.savings,out.total.lrmer_highrecostlowngprice_25.co2e_kg.savings,kg,,
Calculated,yes,yes,,,out.emissions_reduction.electricity.lrmer_high_re_cost_low_ng_price_15..co2e_kg,out.electricity.total.lrmer_high_re_cost_low_ng_price_15.co2e_kg.savings,kg,,,,out.total.lrmer_highrecostlowngprice_15__electricity.co2e_kg.savings,out.total.lrmer_highrecostlowngprice_15__electricity.co2e_kg.savings,kg,,
Calculated,yes,yes,,,out.emissions_reduction.total.lrmer_high_re_cost_low_ng_price_15..co2e_kg,out.all_fuels.total.lrmer_high_re_cost_low_ng_price_15.co2e_kg.savings,kg,,,,out.total.lrmer_highrecostlowngprice_15.co2e_kg.savings,out.total.lrmer_highrecostlowngprice_15.co2e_kg.savings,kg,,
Calculated,yes,yes,,,out.emissions_reduction.electricity.aer_high_re_cost_avg..co2e_kg,out.electricity.total.aer_high_re_cost_avg.co2e_kg.savings,kg,,,,out.total.aer_highrecost_avg__electricity.co2e_kg.savings,out.total.aer_highrecost_avg__electricity.co2e_kg.savings,kg,,
Calculated,yes,yes,,,out.emissions_reduction.total.aer_high_re_cost_avg..co2e_kg,out.all_fuels.total.aer_high_re_cost_avg.co2e_kg.savings,kg,,,,out.total.aer_highrecost_avg.co2e_kg.savings,out.total.aer_highrecost_avg.co2e_kg.savings,kg,,
Calculated,yes,yes,,,out.emissions_reduction.electricity.aer_high_re_cost_low_ng_price_avg..co2e_kg,out.electricity.total.aer_high_re_cost_low_ng_price_avg.co2e_kg.savings,kg,,,,out.total.aer_highrecostlowngprice_avg__electricity.co2e_kg.savings,out.total.aer_highrecostlowngprice_avg__electricity.co2e_kg.savings,kg,,
Calculated,yes,yes,,,out.emissions_reduction.total.aer_high_re_cost_low_ng_price_avg..co2e_kg,out.all_fuels.total.aer_high_re_cost_low_ng_price_avg.co2e_kg.savings,kg,,,,out.total.aer_highrecostlowngprice_avg.co2e_kg.savings,out.total.aer_highrecostlowngprice_avg.co2e_kg.savings,kg,,
Calculated,yes,yes,,,out.emissions_reduction.electricity.aer_low_re_cost_avg..co2e_kg,out.electricity.total.aer_low_re_cost_avg.co2e_kg.savings,kg,,,,out.total.aer_lowrecost_avg__electricity.co2e_kg.savings,out.total.aer_lowrecost_avg__electricity.co2e_kg.savings,kg,,
Calculated,yes,yes,,,out.emissions_reduction.total.aer_low_re_cost_avg..co2e_kg,out.all_fuels.total.aer_low_re_cost_avg.co2e_kg.savings,kg,,,,out.total.aer_lowrecost_avg.co2e_kg.savings,out.total.aer_lowrecost_avg.co2e_kg.savings,kg,,
Calculated,yes,yes,,,out.emissions_reduction.electricity.aer_low_re_cost_high_ng_price_avg..co2e_kg,out.electricity.total.aer_low_re_cost_high_ng_price_avg.co2e_kg.savings,kg,,,,out.total.aer_lowrecosthighngprice_avg__electricity.co2e_kg.savings,out.total.aer_lowrecosthighngprice_avg__electricity.co2e_kg.savings,kg,,
Calculated,yes,yes,,,out.emissions_reduction.total.aer_low_re_cost_high_ng_price_avg..co2e_kg,out.all_fuels.total.aer_low_re_cost_high_ng_price_avg.co2e_kg.savings,kg,,,,out.total.aer_lowrecosthighngprice_avg.co2e_kg.savings,out.total.aer_lowrecosthighngprice_avg.co2e_kg.savings,kg,,
Calculated,yes,yes,,,out.emissions_reduction.electricity.aer_mid_case_avg..co2e_kg,out.electricity.total.aer_mid_case_avg.co2e_kg.savings,kg,,,,out.total.aer_midcase_avg__electricity.co2e_kg.savings,out.total.aer_midcase_avg__electricity.co2e_kg.savings,kg,,
Calculated,yes,yes,,,out.emissions_reduction.total.aer_mid_case_avg..co2e_kg,out.all_fuels.total.aer_mid_case_avg.co2e_kg.savings,kg,,,,out.total.aer_midcase_avg.co2e_kg.savings,out.total.aer_midcase_avg.co2e_kg.savings,kg,,
Calculated,yes,yes,,,out.utility_bills.electricity_bill_savings..usd,out.bills.electricity.usd.savings,usd,,,,,,,,
Calculated,yes,yes,,,out.utility_bills.fuel_oil_bill_savings..usd,out.bills.fuel_oil.usd.savings,usd,,,,,,,,
Calculated,yes,yes,,,out.utility_bills.natural_gas_bill_savings..usd,out.bills.natural_gas.usd.savings,usd,,,,,,,,
Calculated,yes,yes,,,out.utility_bills.propane_bill_savings..usd,out.bills.propane.usd.savings,usd,,,,,,,,
Calculated,yes,yes,,,out.utility_bills.total_bill_savings..usd,out.bills.all_fuels.usd.savings,usd,,,,,,,,
Calculated,yes,yes,,,out.energy_burden_savings..percentage,out.energy_burden.percentage.savings,percentage,,,,,,,,
Calculated,yes,yes,,,out.electricity.ceiling_fan.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.ceiling_fan.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.clothes_dryer.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.clothes_dryer.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.clothes_washer.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.clothes_washer.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.cooling.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.cooling.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.cooling_fans_pumps.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.cooling_fans_pumps.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.dishwasher.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.dishwasher.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.ev_charging.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.ev_charging.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.freezer.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.freezer.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.heating.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.heating.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.heating_fans_pumps.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.heating_fans_pumps.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.heating_hp_bkup.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.heating_hp_bkup.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.heating_hp_bkup_fa.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.heating_hp_bkup_fa.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.hot_water.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.hot_water.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.hot_water_solar_th.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.hot_water_solar_th.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.lighting_exterior.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.lighting_exterior.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.lighting_garage.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.lighting_garage.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.lighting_interior.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.lighting_interior.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.mech_vent.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.mech_vent.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.net.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.net.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.permanent_spa_heat.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.permanent_spa_heat.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.permanent_spa_pump.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.permanent_spa_pump.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.plug_loads.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.plug_loads.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.pool_heater.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.pool_heater.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.pool_pump.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.pool_pump.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.pv.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.pv.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.range_oven.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.range_oven.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.refrigerator.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.refrigerator.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.television.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.television.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.total.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.total.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.well_pump.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.electricity.well_pump.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.fuel_oil.heating.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.fuel_oil.heating.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.fuel_oil.hot_water.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.fuel_oil.hot_water.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.fuel_oil.total.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.fuel_oil.total.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.natural_gas.clothes_dryer.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.natural_gas.clothes_dryer.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.natural_gas.fireplace.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.natural_gas.fireplace.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.natural_gas.grill.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.natural_gas.grill.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.natural_gas.heating.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.natural_gas.heating.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.natural_gas.hot_water.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.natural_gas.hot_water.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.natural_gas.lighting.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.natural_gas.lighting.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.natural_gas.permanent_spa_heat.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.natural_gas.permanent_spa_heat.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.natural_gas.pool_heater.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.natural_gas.pool_heater.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.natural_gas.range_oven.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.natural_gas.range_oven.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.natural_gas.total.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.natural_gas.total.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.propane.clothes_dryer.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.propane.clothes_dryer.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.propane.heating.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.propane.heating.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.propane.hot_water.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.propane.hot_water.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.propane.range_oven.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.propane.range_oven.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.propane.total.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.propane.total.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.site_energy.net.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.site_energy.net.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.site_energy.total.energy_consumption_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,out.site_energy.total.energy_savings_intensity..kwh_per_ft2,,kwh_per_ft2,,,,,,,,
Calculated,yes,yes,,,upgrade.clothes_dryer,,,,,,,,,,Indicates the type of clothes dryer the model is upgraded to. Blank value indicates no upgrade.
Calculated,yes,yes,,,upgrade.cooking_range,,,,,,,,,,Indicates the type of cooking range the model is upgraded to. Blank value indicates no upgrade.
Calculated,yes,yes,,,upgrade.cooling_setpoint_has_offset,,,,,,,,,,Indicates the cooling setpoint the model is upgraded to. Blank value indicates no upgrade.
Calculated,yes,yes,,,upgrade.cooling_setpoint_offset_magnitude,,,,,,,,,,Indicates the magnitude of the cooling setpoint the model is upgraded to. Blank value indicates no upgrade.
Calculated,yes,yes,,,upgrade.cooling_setpoint_offset_period,,,,,,,,,,Indicates the period of the cooling setpoint the model is upgraded to. Blank value indicates no upgrade.
Calculated,yes,yes,,,upgrade.electric_vehicle_charger,,,,,,,,,,Indicates the electric vehicle charger the model is upgraded to. Blank value indicates no upgrade.
Calculated,yes,yes,,,upgrade.electric_vehicle_efficiency_increase,,,,,,,,,,Indicates the efficiency increase of the electric vehicle the model is upgraded to. Blank value indicates no upgrade.
Calculated,yes,yes,,,upgrade.electric_vehicle_ownership,,,,,,,,,,Indicates the electric vehicle ownership of the building the model is upgraded to. Blank value indicates no upgrade.
Calculated,yes,yes,,,upgrade.heating_fuel,,,,,,,,,,Indicates the heating fuel the model is upgraded to. Blank value indicates no upgrade.
Calculated,yes,yes,,,upgrade.heating_setpoint_has_offset,,,,,,,,,,Indicates the heating setpoint offset the model is upgraded to. Blank value indicates no upgrade.
Calculated,yes,yes,,,upgrade.heating_setpoint_offset_magnitude,,,,,,,,,,Indicates the magnitude of the heating setpoint offset the model is upgraded to. Blank value indicates no upgrade.
Calculated,yes,yes,,,upgrade.heating_setpoint_offset_period,,,,,,,,,,Indicates the period of the heating setpoint offset the model is upgraded to. Blank value indicates no upgrade.
Calculated,yes,yes,,,upgrade.hvac_cooling_efficiency,,,,,,,,,,Indicates the efficiency of the HVAC cooling the model is upgraded to. Blank value indicates no upgrade.
Calculated,yes,yes,,,upgrade.hvac_cooling_partial_space_conditioning,,,,,,,,,,Indicates the partial space conditioning of the HVAC cooling the model is upgraded to. Blank value indicates no upgrade.
Calculated,yes,yes,,,upgrade.hvac_heating_efficiency,,,,,,,,,,Indicates the efficiency of the HVAC heating the model is upgraded to. Blank value indicates no upgrade.
Calculated,yes,yes,,,upgrade.hvac_heating_type_and_fuel,,,,,,,,,,Indicates the heating type and fuel the model is upgraded to. Blank value indicates no upgrade.
Calculated,yes,yes,,,upgrade.hvac_secondary_heating_efficiency,,,,,,,,,,Indicates the efficiency of the HVAC secondary heating the model is upgraded to. Blank value indicates no upgrade.
Calculated,yes,yes,,,upgrade.hvac_secondary_heating_fuel,,,,,,,,,,Indicates the fuel of the HVAC secondary heating the model is upgraded to. Blank value indicates no upgrade.
Calculated,yes,yes,,,upgrade.infiltration_reduction,,,,,,,,,,Indicates the infiltration reduction of the building the model is upgraded to. Blank value indicates no upgrade.
Calculated,yes,yes,,,upgrade.insulation_ceiling,,,,,,,,,,Indicates the insulation ceiling of the building the model is upgraded to. Blank value indicates no upgrade.
Calculated,yes,yes,,,upgrade.misc_hot_tub_spa,,,,,,,,,,Indicates the hot tub or spa the model is upgraded to. Blank value indicates no upgrade.
Calculated,yes,yes,,,upgrade.misc_pool_heater,,,,,,,,,,Indicates the pool heater the model is upgraded to. Blank value indicates no upgrade.
