field_location	field_name	units	field_description
timeseries_aggregates	out.total.aer_highrecost_avg__electricity.co2e_kg	kg	Scenario total emissions for Electricity only, includes any battery charging/discharging
timeseries_aggregates	out.total.aer_highrecost_avg.co2e_kg	kg	Scenario total emissions, includes any battery charging/discharging
timeseries_aggregates	out.total.aer_highrecostlowngprice_avg__electricity.co2e_kg	kg	Scenario total emissions for Electricity only, includes any battery charging/discharging
timeseries_aggregates	out.total.aer_highrecostlowngprice_avg.co2e_kg	kg	Scenario total emissions, includes any battery charging/discharging
timeseries_aggregates	out.total.aer_lowrecost_avg__electricity.co2e_kg	kg	Scenario total emissions for Electricity only, includes any battery charging/discharging
timeseries_aggregates	out.total.aer_lowrecost_avg.co2e_kg	kg	Scenario total emissions, includes any battery charging/discharging
timeseries_aggregates	out.total.aer_lowrecosthighngprice_avg__electricity.co2e_kg	kg	Scenario total emissions for Electricity only, includes any battery charging/discharging
timeseries_aggregates	out.total.aer_lowrecosthighngprice_avg.co2e_kg	kg	Scenario total emissions, includes any battery charging/discharging
timeseries_aggregates	out.total.aer_midcase_avg__electricity.co2e_kg	kg	Scenario total emissions for Electricity only, includes any battery charging/discharging
timeseries_aggregates	out.total.aer_midcase_avg.co2e_kg	kg	Scenario total emissions, includes any battery charging/discharging
timeseries_aggregates	out.electricity.battery.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.electricity.ceiling_fan.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.electricity.clothes_dryer.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.electricity.clothes_washer.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.electricity.cooling_fans_pumps.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.electricity.cooling.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.electricity.dehumidifier.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.electricity.dishwasher.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.electricity.ev_charging.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.electricity.freezer.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.electricity.generator.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.electricity.heating_fans_pumps.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.electricity.heating_hp_bkup.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.electricity.heating_hp_bkup_fa.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.electricity.heating.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.electricity.permanent_spa_heat.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.electricity.permanent_spa_pump.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.electricity.hot_water.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.electricity.hot_water_recirc_p.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.electricity.hot_water_solar_th.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.electricity.lighting_exterior.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.electricity.lighting_garage.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.electricity.lighting_interior.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.electricity.mech_vent.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.electricity.mech_vent_precool.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.electricity.mech_vent_preheat.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.electricity.plug_loads.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.electricity.pool_heater.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.electricity.pool_pump.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.electricity.pv.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.electricity.range_oven.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.electricity.refrigerator.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.electricity.television.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.electricity.well_pump.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.electricity.whole_house_fan.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.fuel_oil.clothes_dryer.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.fuel_oil.fireplace.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.fuel_oil.generator.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.fuel_oil.grill.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.fuel_oil.heating_hp_bkup.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.fuel_oil.heating.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.fuel_oil.hot_water.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.fuel_oil.lighting.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.fuel_oil.mech_vent_preheating.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.fuel_oil.range_oven.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.natural_gas.clothes_dryer.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.natural_gas.fireplace.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.natural_gas.generator.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.natural_gas.grill.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.natural_gas.heating_hp_bkup.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.natural_gas.heating.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.natural_gas.permanent_spa_heat.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.natural_gas.hot_water.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.natural_gas.lighting.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.natural_gas.mech_vent_preheat.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.natural_gas.pool_heater.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.natural_gas.range_oven.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.propane.clothes_dryer.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.propane.fireplace.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.propane.generator.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.propane.grill.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.propane.heating_hp_bkup.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.propane.heating.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.propane.hot_water.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.propane.lighting.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.propane.mech_vent_preheating.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.propane.range_oven.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.site_energy.net.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.site_energy.total.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.electricity.net.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.electricity.total.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.fuel_oil.total.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.natural_gas.total.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.propane.total.energy_consumption_intensity	kwh/sqft	Calculated from annual energy consumption by dividing by conditioned floor area
timeseries_aggregates	out.electricity.ceiling_fan.energy_consumption.savings	kWh	
timeseries_aggregates	out.electricity.clothes_dryer.energy_consumption.savings	kWh	
timeseries_aggregates	out.electricity.clothes_washer.energy_consumption.savings	kWh	
timeseries_aggregates	out.electricity.cooling_fans_pumps.energy_consumption.savings	kWh	
timeseries_aggregates	out.electricity.cooling.energy_consumption.savings	kWh	
timeseries_aggregates	out.electricity.dishwasher.energy_consumption.savings	kWh	
timeseries_aggregates	out.electricity.ev_charging.energy_consumption.savings	kWh	
timeseries_aggregates	out.electricity.freezer.energy_consumption.savings	kWh	
timeseries_aggregates	out.electricity.heating_fans_pumps.energy_consumption.savings	kWh	
timeseries_aggregates	out.electricity.heating_hp_bkup.energy_consumption.savings	kWh	
timeseries_aggregates	out.electricity.heating_hp_bkup_fa.energy_consumption.savings	kWh	
timeseries_aggregates	out.electricity.heating.energy_consumption.savings	kWh	
timeseries_aggregates	out.electricity.permanent_spa_heat.energy_consumption.savings	kWh	
timeseries_aggregates	out.electricity.permanent_spa_pump.energy_consumption.savings	kWh	
timeseries_aggregates	out.electricity.hot_water.energy_consumption.savings	kWh	
timeseries_aggregates	out.electricity.hot_water_solar_th.energy_consumption.savings	kWh	
timeseries_aggregates	out.electricity.lighting_exterior.energy_consumption.savings	kWh	
timeseries_aggregates	out.electricity.lighting_garage.energy_consumption.savings	kWh	
timeseries_aggregates	out.electricity.lighting_interior.energy_consumption.savings	kWh	
timeseries_aggregates	out.electricity.mech_vent.energy_consumption.savings	kWh	
timeseries_aggregates	out.electricity.plug_loads.energy_consumption.savings	kWh	
timeseries_aggregates	out.electricity.pool_heater.energy_consumption.savings	kWh	
timeseries_aggregates	out.electricity.pool_pump.energy_consumption.savings	kWh	
timeseries_aggregates	out.electricity.pv.energy_consumption.savings	kWh	
timeseries_aggregates	out.electricity.range_oven.energy_consumption.savings	kWh	
timeseries_aggregates	out.electricity.refrigerator.energy_consumption.savings	kWh	
timeseries_aggregates	out.electricity.television.energy_consumption.savings	kWh	
timeseries_aggregates	out.electricity.well_pump.energy_consumption.savings	kWh	
timeseries_aggregates	out.fuel_oil.heating.energy_consumption.savings	kWh	
timeseries_aggregates	out.fuel_oil.hot_water.energy_consumption.savings	kWh	
timeseries_aggregates	out.natural_gas.clothes_dryer.energy_consumption.savings	kWh	
timeseries_aggregates	out.natural_gas.fireplace.energy_consumption.savings	kWh	
timeseries_aggregates	out.natural_gas.grill.energy_consumption.savings	kWh	
timeseries_aggregates	out.natural_gas.heating.energy_consumption.savings	kWh	
timeseries_aggregates	out.natural_gas.permanent_spa_heat.energy_consumption.savings	kWh	
timeseries_aggregates	out.natural_gas.hot_water.energy_consumption.savings	kWh	
timeseries_aggregates	out.natural_gas.lighting.energy_consumption.savings	kWh	
timeseries_aggregates	out.natural_gas.pool_heater.energy_consumption.savings	kWh	
timeseries_aggregates	out.natural_gas.range_oven.energy_consumption.savings	kWh	
timeseries_aggregates	out.propane.clothes_dryer.energy_consumption.savings	kWh	
timeseries_aggregates	out.propane.heating.energy_consumption.savings	kWh	
timeseries_aggregates	out.propane.hot_water.energy_consumption.savings	kWh	
timeseries_aggregates	out.propane.range_oven.energy_consumption.savings	kWh	
timeseries_aggregates	out.site_energy.net.energy_consumption.savings	kWh	
timeseries_aggregates	out.site_energy.total.energy_consumption.savings	kWh	
timeseries_aggregates	out.electricity.net.energy_consumption.savings	kWh	
timeseries_aggregates	out.electricity.total.energy_consumption.savings	kWh	
timeseries_aggregates	out.fuel_oil.total.energy_consumption.savings	kWh	
timeseries_aggregates	out.natural_gas.total.energy_consumption.savings	kWh	
timeseries_aggregates	out.propane.total.energy_consumption.savings	kWh	
timeseries_aggregates	out.load.cooling.energy_delivered.kbtu.savings	kBtu	
timeseries_aggregates	out.load.heating.energy_delivered.kbtu.savings	kBtu	
timeseries_aggregates	out.load.hot_water.energy_delivered.kbtu.savings	kBtu	
timeseries_aggregates	out.load.hot_water.energy_solar_thermal.kbtu.savings	kBtu	
timeseries_aggregates	out.load.hot_water.energy_tank_losses.kbtu.savings	kBtu	
timeseries_aggregates	out.total.lrmer_midcase_25__electricity.co2e_kg.savings	kg	
timeseries_aggregates	out.total.lrmer_midcase_25.co2e_kg.savings	kg	
timeseries_aggregates	out.total.lrmer_midcase_15__electricity.co2e_kg.savings	kg	
timeseries_aggregates	out.total.lrmer_midcase_15.co2e_kg.savings	kg	
timeseries_aggregates	out.total.LRMER_HighRECost_25__electricity.co2e_kg.savings	kg	
timeseries_aggregates	out.total.LRMER_HighRECost_25.co2e_kg.savings	kg	
timeseries_aggregates	out.total.lrmer_highrecost_15__electricity.co2e_kg.savings	kg	
timeseries_aggregates	out.total.lrmer_highrecost_15.co2e_kg.savings	kg	
timeseries_aggregates	out.total.lrmer_lowrecost_25__electricity.co2e_kg.savings	kg	
timeseries_aggregates	out.total.lrmer_lowrecost_25.co2e_kg.savings	kg	
timeseries_aggregates	out.total.lrmer_lowrecost_15__electricity.co2e_kg.savings	kg	
timeseries_aggregates	out.total.lrmer_lowrecost_15.co2e_kg.savings	kg	
timeseries_aggregates	out.total.lrmer_lowrecosthighngprice_25__electricity.co2e_kg.savings	kg	
timeseries_aggregates	out.total.lrmer_lowrecosthighngprice_25.co2e_kg.savings	kg	
timeseries_aggregates	out.total.lrmer_lowrecosthighngprice_15__electricity.co2e_kg.savings	kg	
timeseries_aggregates	out.total.lrmer_lowrecosthighngprice_15.co2e_kg.savings	kg	
timeseries_aggregates	out.total.lrmer_highrecostlowngprice_25__electricity.co2e_kg.savings	kg	
timeseries_aggregates	out.total.lrmer_highrecostlowngprice_25.co2e_kg.savings	kg	
timeseries_aggregates	out.total.lrmer_highrecostlowngprice_15__electricity.co2e_kg.savings	kg	
timeseries_aggregates	out.total.lrmer_highrecostlowngprice_15.co2e_kg.savings	kg	
timeseries_aggregates	out.total.aer_highrecost_avg__electricity.co2e_kg.savings	kg	
timeseries_aggregates	out.total.aer_highrecost_avg.co2e_kg.savings	kg	
timeseries_aggregates	out.total.aer_highrecostlowngprice_avg__electricity.co2e_kg.savings	kg	
timeseries_aggregates	out.total.aer_highrecostlowngprice_avg.co2e_kg.savings	kg	
timeseries_aggregates	out.total.aer_lowrecost_avg__electricity.co2e_kg.savings	kg	
timeseries_aggregates	out.total.aer_lowrecost_avg.co2e_kg.savings	kg	
timeseries_aggregates	out.total.aer_lowrecosthighngprice_avg__electricity.co2e_kg.savings	kg	
timeseries_aggregates	out.total.aer_lowrecosthighngprice_avg.co2e_kg.savings	kg	
timeseries_aggregates	out.total.aer_midcase_avg__electricity.co2e_kg.savings	kg	
timeseries_aggregates	out.total.aer_midcase_avg.co2e_kg.savings	kg	
timeseries_aggregates	out.outdoor_air_dryblub_temp.c	C	
timeseries_aggregates	out.zone_mean_air_temp.air_source_heat_pump_airloop_ret_air_zone.c	C	
timeseries_aggregates	out.zone_mean_air_temp.attic_vented.c	C	
timeseries_aggregates	out.zone_mean_air_temp.attic_unvented.c	C	
timeseries_aggregates	out.zone_mean_air_temp.basement_unconditioned.c	C	
timeseries_aggregates	out.zone_mean_air_temp.basement_conditioned.c	C	
timeseries_aggregates	out.zone_mean_air_temp.central_ac_airloop_ret_air_zone.c	C	
timeseries_aggregates	out.zone_mean_air_temp.central_ac_and_furnace_airloop_ret_air_zone.c	C	
timeseries_aggregates	out.zone_mean_air_temp.furnace_airloop_ret_air_zone.c	C	
timeseries_aggregates	out.zone_mean_air_temp.garage.c	C	
timeseries_aggregates	out.zone_mean_air_temp.ground_source_heat_pump_airloop_ret_air_zone.c	C	
timeseries_aggregates	out.zone_mean_air_temp.crawlspace_unvented.c	C	
timeseries_aggregates	out.zone_mean_air_temp.crawlspace_vented.c	C	
timeseries_aggregates	out.zone_mean_air_temp.conditioned_space.c	C	
